rank,bgg_id,page_views
1,171,1050695
2,2223,434960
3,1406,324753
4,10816,283960
5,2397,273608
6,2093,254359
7,811,151538
8,13,141327
9,2243,140169
10,2425,131927
11,2181,128289
12,2162,118940
13,320,118653
14,1294,117532
15,463,109656
16,2136,108385
17,181,105303
18,29351,101137
19,178900,89212
20,3886,81911
21,27443,80844
22,11733,68311
23,822,67609
24,5072,66106
25,39856,64626
26,25821,63121
27,50381,61886
28,18011,59918
29,2952,58463
30,2398,54456
31,2392,52390
32,28,49252
33,2386,48922
34,5432,48779
35,2719,48652
36,6819,47864
37,9209,46193
38,2399,44118
39,1258,43244
40,1111,43217
41,1917,42616
42,4192,40107
43,2921,39468
44,30549,37371
45,2785,34519
46,188834,32011
47,36218,31955
48,13713,30277
49,2381,29321
50,2407,29248
51,1269,29055
52,2281,28120
53,2375,26050
54,34848,25561
55,2086,25328
56,11634,24222
57,3955,23914
58,483,22933
59,73664,20865
60,5894,20339
61,146021,19968
62,29146,19560
63,1602,19303
64,68448,19204
65,174430,18635
66,17530,18543
67,1293,18386
68,9364,18077
69,4112,18076
70,2453,18065
71,57409,17856
72,6887,17520
73,98,17494
74,4001,17354
75,266192,16976
76,2932,16763
77,38950,16596
78,26952,15971
79,28302,15459
80,521,15394
81,55763,15358
82,3720,15214
83,45,14838
84,205637,14817
85,714,14602
86,34,14295
87,526,14133
88,63268,13868
89,172225,13862
90,41114,13574
91,7108,12960
92,4143,12721
93,478,12580
94,1465,12575
95,432,12426
96,19432,11749
97,7688,11708
98,590,11494
99,699,11300
100,2593,11247
101,1931,10935
102,26920,10792
103,230802,10662
104,3737,10618
105,10547,10478
106,8098,10397
107,5895,10259
108,1198,10248
109,167791,10180
110,1502,9936
111,215,9844
112,255613,9793
113,98778,9617
114,891,9590
115,4040,9438
116,2679,9351
117,29316,9332
118,74,9108
119,712,8931
120,1410,8865
121,25669,8850
122,2655,8810
123,170586,8801
124,129622,8771
125,33701,8695
126,169786,8644
127,11930,8568
128,12745,8397
129,3818,8347
130,4815,8185
131,1219,8096
132,31260,8021
133,943,7888
134,5130,7788
135,2322,7537
136,12493,7407
137,2405,7315
138,148228,7277
139,1887,7197
140,163,7189
141,7263,7127
142,54672,7110
143,681,7042
144,4031,6897
145,26947,6852
146,127398,6804
147,624,6747
148,12333,6723
149,2944,6683
150,242,6658
151,3076,6624
152,2163,6565
153,2728,6303
154,1301,6204
155,83330,6086
156,21488,5957
157,6974,5936
158,123417,5830
159,11,5811
160,124742,5803
161,159655,5780
162,5339,5689
163,8790,5676
164,11464,5555
165,41,5522
166,6472,5518
167,1353,5456
168,12747,5384
169,2511,5339
170,77423,5284
171,1797,5111
172,14186,5003
173,56796,4984
174,3072,4972
175,254640,4874
176,1899,4865
177,197405,4851
178,26067,4847
179,29741,4765
180,28805,4729
181,1634,4665
182,10213,4629
183,2651,4573
184,3565,4544
185,157507,4535
186,181304,4515
187,9220,4508
188,8909,4445
189,33112,4388
190,1295,4341
191,140,4281
192,113924,4231
193,1500,4188
194,143884,4121
195,8392,4075
196,315,4049
197,929,4035
198,17226,4028
199,3495,3974
200,18803,3951
201,40692,3938
202,20806,3933
203,15818,3913
204,55690,3838
205,244521,3806
206,289363,3801
207,4386,3754
208,4148,3740
209,258,3719
210,22392,3705
211,147151,3611
212,3967,3600
213,22303,3599
214,6249,3574
215,15,3510
215,204583,3510
217,40398,3487
218,5,3469
219,121,3427
220,36799,3403
221,29234,3347
222,25213,3202
223,278,3168
224,11022,3135
225,6862,3118
226,32441,3079
227,2633,3078
228,19841,3011
229,1515,2995
230,120677,2993
231,7314,2986
232,226610,2960
233,65244,2945
234,174182,2925
235,949,2922
236,1730,2911
237,71,2902
238,1038,2891
239,1568,2869
240,96848,2798
241,938,2777
242,19967,2774
243,6278,2757
244,70323,2741
245,4378,2729
246,3768,2725
247,153938,2715
248,146508,2707
249,158899,2686
250,131260,2658
251,166384,2646
252,13714,2608
253,3837,2579
254,823,2529
255,1275,2506
256,22847,2471
257,18,2447
258,110327,2434
259,361,2431
260,107529,2411
261,655,2405
262,16986,2404
263,115746,2389
264,21790,2385
265,120,2370
266,5217,2356
267,4934,2333
268,9206,2317
269,9079,2303
270,1117,2299
271,12856,2250
272,1604,2231
273,33690,2212
274,31383,2210
275,284083,2206
276,2557,2177
277,54,2140
278,715,2138
279,472,2125
280,4862,2111
281,10653,2105
282,1501,2097
282,72125,2097
284,8304,2080
285,327,2071
286,255664,2052
287,2294,2019
288,10640,1992
289,28143,1991
290,34635,1966
291,37589,1933
292,66056,1930
293,6275,1921
294,227,1916
295,11168,1915
296,147020,1891
297,16991,1875
298,1099,1848
298,10630,1848
300,1035,1832
301,700,1825
302,7450,1817
303,30,1808
304,34585,1807
305,9296,1803
306,11229,1794
307,93,1792
308,5255,1788
309,50,1784
310,15162,1775
311,148949,1773
312,46213,1766
313,2795,1759
313,284108,1759
315,1915,1758
316,2125,1738
317,205359,1737
318,2821,1734
319,102652,1710
320,173,1700
321,244992,1699
322,150376,1698
323,194655,1657
324,103885,1643
325,2653,1639
326,70919,1627
327,173090,1625
328,22895,1617
329,16992,1615
330,1897,1594
330,11182,1594
332,18602,1591
333,18723,1579
334,24396,1571
335,1768,1570
336,15182,1565
337,550,1561
338,5588,1559
339,42,1548
340,25613,1530
341,427,1527
342,4052,1517
343,10,1510
344,339,1492
344,568,1492
346,3656,1478
347,13715,1476
348,36550,1471
349,77130,1457
350,22469,1452
351,2471,1444
352,39271,1428
353,1589,1425
354,110,1416
355,10453,1399
356,382,1390
357,3359,1378
358,2266,1366
359,466,1341
360,1829,1340
361,1339,1329
362,214,1323
362,37111,1323
364,295486,1318
365,84876,1308
366,31481,1300
367,5195,1290
367,15617,1290
369,3464,1288
370,1950,1287
371,40270,1269
372,1475,1256
373,7854,1251
374,764,1250
375,170216,1248
376,789,1218
376,104006,1218
378,7,1197
379,31821,1193
380,13308,1181
381,103886,1180
382,11971,1165
383,19,1161
384,5454,1142
385,28720,1141
386,24698,1137
387,1563,1132
387,62871,1132
389,2516,1131
390,20281,1124
391,24480,1120
392,4888,1112
393,2285,1111
394,100423,1106
395,1860,1105
395,160477,1105
397,6535,1102
398,14808,1101
399,2129,1091
400,27588,1085
401,4390,1079
402,1234,1078
403,14423,1076
404,199,1070
405,21763,1060
406,25433,1053
407,147859,1051
408,88,1050
409,244522,1048
410,199042,1044
411,51,1043
412,936,1035
413,117959,1032
414,17223,1024
415,91312,1022
416,460,1016
417,156776,1012
417,187645,1012
419,11670,1008
420,5242,1006
421,2759,1005
422,4102,991
422,13657,991
424,527,986
425,5322,985
426,2238,981
427,20100,978
428,2025,971
429,2607,969
430,1923,962
430,21241,962
432,6283,959
433,15062,956
434,2680,955
435,118,953
435,2866,953
437,22827,949
438,2816,944
439,18683,943
440,1613,942
441,7694,939
442,2970,933
443,175,925
444,3377,923
445,3633,922
446,154880,919
447,9385,917
448,3655,915
449,9379,913
450,5206,912
451,3099,902
452,987,897
453,116,896
454,9217,894
455,2060,886
455,284435,886
457,3052,885
458,3825,884
459,128,883
459,25337,883
461,100901,881
462,545,879
463,197831,878
464,2635,877
464,9674,877
466,12692,875
467,3699,872
468,3570,871
469,221,869
470,3851,868
471,8983,864
472,3988,858
472,24181,858
474,224,850
474,6830,850
476,1421,845
477,99,837
477,47185,837
479,32674,833
480,35677,827
481,2346,826
481,153004,826
483,165722,821
484,1499,816
485,97,814
486,263918,813
487,2767,810
488,136063,808
489,1149,806
489,1962,806
491,855,803
492,105593,802
493,156714,799
494,144733,796
495,437,794
495,2956,794
497,196,793
498,18699,789
499,9354,788
500,103,782
501,66,781
502,257,780
503,176494,779
504,172386,776
505,4779,774
506,240,770
506,286,770
508,25988,754
508,38545,754
510,219215,749
511,17,748
512,209685,747
513,2043,744
513,162886,744
515,171623,741
516,118048,738
517,2596,737
518,2240,734
519,19679,733
520,421,723
520,5717,723
522,12942,722
523,266083,721
524,5168,720
525,14247,719
526,1302,718
527,12751,714
528,1197,711
529,713,704
530,3157,698
530,8217,698
530,8964,698
530,21523,698
534,6471,695
535,321,692
536,20551,691
537,29223,690
538,748,685
539,38453,673
540,195372,669
541,63875,667
542,9138,662
543,6578,659
543,198994,659
545,15045,657
545,139771,657
547,31999,655
548,335,654
549,33643,647
550,1836,646
550,217372,646
552,1513,644
553,153,642
554,6366,640
555,12005,639
556,2229,638
557,6380,633
558,15512,629
559,372,626
559,4171,626
561,5782,625
562,18254,624
563,865,623
563,3487,623
565,5251,622
566,121921,609
567,2311,608
567,7338,608
569,528,606
569,18657,606
571,1000,605
572,53953,604
573,206931,603
574,798,602
574,66188,602
576,206939,601
577,2770,600
578,4105,598
579,551,596
580,1535,593
581,2115,589
582,69,587
582,6647,587
584,25417,582
585,3084,580
586,420,578
587,9160,577
588,2891,576
589,43022,575
590,2166,574
591,17133,573
592,815,571
593,2872,561
594,256,558
595,2808,556
595,12616,556
597,442,550
598,22,547
599,475,545
600,826,540
601,12,539
601,14105,539
603,2842,538
604,177,536
604,2573,536
606,237,532
606,21861,532
608,10884,529
609,41916,527
610,8863,525
611,2290,523
612,559,522
613,1419,521
613,2342,521
613,18737,521
616,5770,520
617,11104,519
618,2955,515
619,108745,513
620,7479,507
621,1943,506
621,29368,506
623,2259,505
623,2363,505
623,26458,505
626,200,504
626,166031,504
628,274023,502
629,3085,500
629,10383,500
631,183251,497
632,12168,496
633,8636,495
634,28838,494
635,172308,493
636,555,492
637,12002,490
638,91,489
639,8939,488
640,1992,483
641,6787,480
642,2750,479
642,5034,479
644,915,474
644,219513,474
646,1190,471
647,2132,470
648,1608,469
648,3125,469
650,1431,468
650,6873,468
652,3086,467
653,1577,466
654,3,463
655,25895,460
656,2987,458
657,133473,456
658,3931,453
658,36235,453
660,14438,452
661,5404,451
661,42636,451
663,168,450
663,4636,450
665,17526,449
666,553,448
667,13455,445
668,108,443
668,42685,443
670,5258,442
671,1420,439
672,37917,434
673,618,433
674,19764,430
675,173346,429
676,2130,425
676,43443,425
678,34481,423
679,1329,422
679,7791,422
681,1,419
682,9246,418
682,29500,418
684,91536,416
685,283,415
686,54137,413
687,27710,412
688,394,411
689,444,409
690,12891,408
691,163412,407
692,2639,405
693,188188,404
694,127685,401
695,9446,400
696,3417,399
696,23864,399
698,18840,398
698,37628,398
700,4098,397
701,209778,396
702,3661,395
703,1444,393
703,6411,393
703,12004,393
706,13726,392
707,43528,391
708,731,389
708,8166,389
710,16035,385
711,28298,384
712,2368,383
712,247763,383
714,39373,382
715,230408,381
716,164928,380
717,4746,379
718,14038,377
719,139030,376
720,13328,373
721,254,372
722,7451,370
723,162,369
724,230,367
724,586,367
724,1147,367
724,11102,367
728,2228,366
729,1159,364
730,3685,360
731,814,359
732,9010,355
733,13642,354
733,18574,354
735,12995,353
735,27708,353
737,124,348
737,520,348
737,16977,348
740,148261,346
741,503,344
742,6368,343
743,4962,342
743,83195,342
745,19540,341
746,2608,340
746,10206,340
748,22897,337
748,54043,337
750,17240,336
750,220308,336
752,1506,335
753,8093,334
753,118410,334
753,133664,334
756,13777,333
757,3836,331
757,101721,331
759,124361,330
760,8122,326
761,1498,325
762,10819,324
762,17804,324
764,3518,323
765,948,322
765,6752,322
767,10081,321
768,1155,320
769,824,318
769,19254,318
771,2947,315
772,2995,314
772,3307,314
774,1032,313
774,1202,313
774,8786,313
777,1827,312
777,22825,312
779,15731,311
780,60,310
781,191862,309
782,464,308
783,96,307
783,8203,307
783,24697,307
786,11375,305
786,25990,305
788,380,304
789,170042,303
789,217083,303
791,1986,302
792,7277,300
792,25972,300
794,589,299
794,4977,299
794,27970,299
797,1442,298
797,11945,298
799,6707,296
799,68083,296
801,17392,294
802,19671,293
803,1525,292
803,1726,292
803,4123,292
806,8930,291
807,1233,290
807,15817,290
807,60707,290
810,2802,287
811,3945,285
811,17457,285
811,19916,285
814,2087,284
814,9161,284
816,1250,283
816,39488,283
818,1650,281
818,19351,281
820,91671,280
821,67,279
821,508,279
821,697,279
821,9755,279
825,25471,277
826,701,276
827,235944,275
828,1702,273
828,3463,273
828,54138,273
831,1262,272
831,3572,272
833,1729,271
834,7006,270
835,269603,269
836,988,268
836,62227,268
836,63706,268
839,15271,266
840,2422,265
840,4737,265
840,232974,265
843,109797,264
844,21882,262
844,146312,262
846,481,261
846,1337,261
848,23,260
848,26047,260
848,239188,260
851,788,258
851,35722,258
853,639,256
853,28050,256
855,244144,255
856,20,254
856,1820,254
856,209010,254
859,8728,253
859,17534,253
861,1708,252
861,2123,252
863,207830,250
864,119506,249
864,153065,249
866,538,248
867,911,247
867,12146,247
867,22457,247
867,26990,247
871,1875,244
871,27172,244
873,33604,243
874,1323,242
875,245643,240
876,26,239
876,3312,239
878,2250,238
878,8095,238
880,2168,237
880,3577,237
880,7717,237
880,19996,237
884,7805,236
885,5455,235
885,216132,235
887,3966,234
888,10595,233
889,828,232
889,6333,232
891,5824,231
891,12157,231
891,17597,231
894,4881,229
895,2938,228
895,193738,228
897,244,227
897,354,227
897,2338,227
897,3616,227
901,484,225
901,242804,225
903,13765,224
904,20545,223
904,218603,223
906,30093,222
906,157779,222
908,115,221
908,132,221
908,3080,221
908,4532,221
908,19526,221
913,8220,220
914,5174,219
914,172507,219
916,5205,217
916,144845,217
918,94732,216
918,136888,216
918,232417,216
921,620,215
921,15033,215
923,137297,214
924,2307,213
924,5716,213
924,19854,213
924,27162,213
924,214293,213
929,3226,212
929,6282,212
929,12346,212
929,12570,212
933,119,211
934,3228,210
934,13754,210
934,171129,210
934,171131,210
938,22953,209
938,102680,209
940,1430,208
940,8196,208
940,23890,208
943,36,207
944,94,206
944,248,206
944,18656,206
947,75,205
947,2003,205
947,6778,205
950,1823,202
950,3177,202
950,5260,202
953,201,201
953,392,201
955,22345,199
955,22877,199
957,13036,198
957,23308,198
959,5651,197
959,13208,197
961,17522,196
961,79828,196
963,4396,195
963,123540,195
965,2484,194
965,7420,194
967,18289,193
968,5709,192
