rank,bgg_id,page_views
1,171,1250996
2,2223,438999
3,1406,359731
4,2397,286799
5,10816,262335
6,2093,179570
7,13,171444
8,811,163194
9,1294,140060
10,2243,138302
11,320,125498
12,2136,121093
13,2162,119999
14,2181,119087
15,181,117065
16,178900,109148
17,2425,107702
18,463,100829
19,39856,92187
20,29351,91421
21,3886,90706
22,50381,89731
23,822,86379
24,2952,83997
25,27443,79904
26,25821,77024
27,18011,73600
28,9209,72625
29,1111,69194
30,5072,65171
31,2392,60613
32,2386,58613
33,30549,54643
34,2398,54633
35,2719,53998
36,1258,46521
37,6819,44015
38,1917,43507
39,2921,42838
40,2281,42057
41,2381,40883
42,188834,40771
43,11733,39892
44,4192,39497
45,36218,38016
46,1269,35715
47,2785,34767
48,13713,33570
49,2407,32963
50,5432,32643
51,28,29604
52,2375,28398
53,11634,28371
54,2399,27475
55,3955,27397
56,68448,27309
57,483,25006
58,2086,24967
59,34848,24744
60,5894,23725
61,55763,22971
62,266192,22278
63,230802,21855
64,9364,21466
65,73664,21172
66,526,21042
67,1602,20897
68,1293,20516
69,521,19969
70,174430,19949
71,29146,19662
72,4001,19218
73,172225,19098
74,98,18937
75,1931,18926
76,1465,18704
77,28302,18677
78,38950,18534
79,6887,18362
80,4112,18342
81,17530,18288
82,45,18227
83,63268,17895
84,2932,16504
85,3720,16199
86,2453,15788
87,41114,15685
88,255613,15529
89,2593,15478
90,26952,15458
91,4143,15362
92,714,15350
93,57409,15079
94,432,14895
95,478,14887
96,10547,14593
97,3737,14124
98,590,14015
99,891,13921
100,205637,13911
101,34,13880
102,74,13365
103,8098,13301
104,1219,13261
105,98778,13079
106,1502,12879
107,163,12818
108,4040,12763
109,19432,12676
110,25669,12522
111,12745,12514
112,167791,12219
113,2679,12092
114,244521,11909
115,7108,11860
116,1301,11756
117,7688,11726
118,1198,11619
119,943,11468
120,5130,11437
121,8790,11359
122,29316,11309
123,4815,11204
124,699,11176
125,2322,11091
126,129622,10982
127,169786,10769
128,254640,10700
129,3818,10586
130,215,10180
131,127398,10017
132,1353,9946
133,31260,9704
134,26920,9471
135,33701,9317
136,712,9113
137,148228,9112
138,12493,9083
139,170586,8813
140,2655,8797
141,2944,8545
142,124742,8526
143,681,8501
144,624,8413
145,146021,8388
146,54672,8338
147,12747,8313
148,3076,8275
149,15,8232
150,18803,8018
151,26947,7912
152,7314,7835
153,12333,7572
154,2163,7571
155,11,7506
156,4031,7435
157,1410,7342
158,2511,7339
159,5895,7308
160,11930,7270
161,55690,7230
162,2405,7217
163,181304,7146
164,15818,6879
165,147151,6860
166,1887,6836
167,6974,6784
168,197405,6590
169,3072,6548
170,1797,6539
171,123417,6343
172,41,6314
173,9220,5998
174,204583,5997
175,5339,5983
176,159655,5881
177,11464,5837
178,2728,5813
179,21488,5714
180,83330,5665
181,1899,5631
182,6472,5613
183,226610,5568
184,40692,5477
185,929,5468
186,33112,5433
187,143884,5317
188,2651,5248
189,14186,5232
190,32441,5204
191,26067,5164
192,22303,5065
193,140,5042
194,289363,4969
195,1295,4910
196,8909,4877
197,2633,4847
198,25213,4713
199,153938,4684
200,158899,4676
201,10213,4643
202,56796,4630
203,6249,4543
204,22847,4534
205,1500,4458
206,16986,4422
207,12856,4421
208,284108,4388
209,4934,4358
210,77423,4334
211,4386,4333
212,258,4291
213,315,4239
214,3495,4213
215,28805,4157
216,284083,4155
217,17226,4149
218,823,4145
219,40398,4108
220,29741,4065
221,157507,4064
222,113924,4041
223,121,3915
224,65244,3873
225,20806,3865
226,938,3833
227,278,3758
228,295486,3710
229,131260,3659
230,1730,3579
231,3967,3569
232,166384,3555
233,19841,3538
234,3768,3527
235,5,3512
236,146508,3475
237,1117,3468
238,4862,3466
239,7263,3379
240,71,3374
241,1038,3369
242,3565,3347
243,11022,3338
244,120677,3333
245,244992,3323
246,1515,3283
246,21790,3283
248,70323,3211
249,194655,3200
250,1275,3182
251,173090,3170
252,19967,3159
253,107529,3149
254,174182,3129
255,6862,3128
256,31383,3122
257,120,3044
258,18,3024
259,5217,3021
260,13714,3006
261,4148,2995
262,22392,2982
263,10640,2972
264,29234,2964
265,4378,2939
266,36799,2930
267,9079,2897
268,327,2834
269,96848,2821
270,949,2762
270,1634,2762
272,3837,2751
273,715,2743
274,361,2665
275,54,2619
276,110327,2602
277,46213,2593
278,1568,2582
279,34585,2568
280,115746,2542
281,6278,2531
282,148949,2529
283,34635,2526
284,655,2493
285,242,2483
286,72125,2477
287,1604,2467
288,1099,2417
289,16991,2400
290,28143,2345
291,2557,2319
292,2821,2308
293,1501,2304
294,10,2253
295,66056,2238
296,9206,2237
297,93,2236
298,8304,2231
298,19671,2231
300,18254,2204
301,1897,2187
302,284435,2186
303,173,2180
304,1950,2172
305,50,2169
306,5255,2165
307,8392,2144
308,255664,2105
309,11229,2103
309,150376,2103
311,568,2073
312,227,2068
313,472,2037
314,2294,2032
314,10653,2032
316,10630,2030
316,15162,2030
318,33690,2011
319,16992,2008
320,147020,2002
321,789,1997
322,214,1983
323,700,1965
324,339,1946
325,2653,1945
326,25613,1943
327,18602,1939
328,1768,1935
329,11182,1928
330,37589,1924
331,30,1918
332,7,1917
333,24396,1907
334,22469,1906
335,13715,1894
336,70919,1891
337,1339,1890
338,6275,1873
339,110,1854
340,1035,1849
341,382,1846
342,11168,1844
343,13308,1826
344,18723,1822
345,15617,1816
346,103885,1815
347,2795,1814
348,3656,1807
349,77130,1804
350,5588,1782
351,10453,1775
352,550,1772
353,206939,1744
354,20281,1733
355,39271,1727
356,11971,1725
357,466,1718
358,427,1716
359,205359,1696
360,5195,1664
361,2125,1647
362,20100,1614
363,9296,1605
364,4888,1604
365,21763,1599
366,764,1594
367,102652,1592
367,263918,1592
369,22895,1579
370,160477,1567
371,27588,1562
372,1234,1553
373,84876,1540
374,42,1538
374,1915,1538
376,9354,1535
377,3359,1523
378,4052,1518
379,244522,1497
380,1589,1492
381,88,1489
382,7854,1455
383,1475,1453
384,104006,1446
385,117959,1438
386,219215,1428
387,199,1418
