bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,100071,1,125,1,47,1,21,1,12,1,14,1,2293,1,11,1,17,1,27,2,324,1,43,1,17,1,21,2,,,39,1,461,1,131,1,109,1,296,1,21,1,25,1,298,1,11,1,322,1,12,2,13,1,30,1,636,1,9,1,41,1,411,2,4632,2,11,1,14,1,376,2,10,1,26807,1,33,1,17477,1,383,1,39,1,1937,3,933,2,23,1,3382,4,,,13,1,11,1,18,1,12,2,13,1,53,1,71,1,10,2,,,1413,1,2020,1,63,1,452,1,12,1,13,1,1146,1,211,1,,,14,1,987,2,10,1,7,1,22,1,80,1,3221,2,2686,5,9,1,18,2,14,2,1296,1,244,1,70,2,321,6,6,2,,,32,1,45,1,17,1,11,1,11,1,9,2,282,2,175,1,11,1,12,2,20,1,103,1,92,1,127,1,609,1,137,2,6,1,20,1,12,1,8,1,19,1,11,1,978,6,24,1,455,2,11,1,,,13,1,20,1,5,1,9,1,11,1,15,1,,,15,1,2413,2,15,1,9,1,4061,2,5,1,9,1,439,1,4450,3,17,1,14,1,13,1,9,1,7,1,15,1,15,1,9,1,134,2,43,1,280,1,206,1,,,372,1,290,2,,,9,2,848,2,27,2,,,214,1,,,114,1,2,1,624,1,29,1,55,1,316,2,20,1,,,371,3,66,1,185,1,24,1,4,2,1971,1,,,13,1,,,10,2,,,25,1,11,1,12,1,12,1,17,1,,,2512,3
2223,62485,2,,,,,,,,,,,539,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11,,,,,,,623,2,,,,,237,3,2025,12,,,,,,,,,15639,5,,,4631,2,,,,,2476,1,1491,1,,,5034,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3,,,,,179,7,,,,,,,,,5730,1,3174,2,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,435,1,,,,,,,,,,,18,2,,,,,62,3,,,,,,,,,,,,,610,11,,,733,1,,,,,,,,,,,,,,,,,,,,,2885,1,,,,,5774,1,,,,,,,2382,6,,,,,,,,,,,,,,,,,,,4,5,,,174,2,,,,,108,6,,,,,263,9,,,,,,,,,,,,,374,3,,,,,2936,1,,,,,392,2,,,,,,,,,984,2,,,,,,,,,,,3,9,,,,,,,,,,,2489,4
1406,47442,3,39,2,,,,,,,,,21,17,,,,,17,3,22,3,,,,,,,,,,,251,2,,,,,,,,,,,,,,,79,4,,,,,,,133,10,,,11,3,191,6,2680,8,,,,,303,4,,,22615,2,9,8,3111,3,64,6,10,3,327,6,701,4,,,2178,8,24,1,,,,,7,3,,,,,,,,,,,,,690,3,,,,,276,3,,,,,125,13,45,2,,,9,2,2896,1,,,,,,,13,5,1150,5,2050,6,,,9,3,11,4,,,,,,,,,,,,,,,9,3,,,,,,,,,71,5,26,8,,,,,,,,,,,,,,,31,6,,,,,,,,,,,,,1655,1,12,5,406,3,,,,,,,,,,,,,,,,,,,,,456,10,,,,,457,11,,,,,96,7,1855,8,,,,,,,,,,,9,2,9,2,,,263,1,,,30,12,44,6,,,,,207,4,,,,,525,3,,,,,,,,,,,,,,,,,,,76,7,,,,,104,8,7,4,,,,,,,160,9,,,,,,,7,3,,,8,4,,,,,,,11,2,,,841,13
10816,42856,4,,,,,,,,,,,322,6,,,,,31,1,,,,,,,25,1,,,14,3,144,5,,,,,,,,,,,29,2,,,40,10,,,,,,,221,8,,,,,196,5,2788,7,,,,,57,8,,,17280,3,,,2798,5,98,5,,,545,5,342,7,,,2248,7,,,,,,,,,,,,,,,,,,,,,402,6,105,4,,,152,6,,,,,393,4,,,,,,,251,3,,,,,,,,,1521,4,1940,7,,,,,,,,,,,80,1,565,2,,,,,,,,,,,,,,,,,,,74,2,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,702,7,13,2,211,5,,,11,1,,,,,,,,,,,,,,,,,1406,3,,,,,1131,3,,,,,144,4,3006,5,,,,,,,,,,,,,,,,,51,4,,,84,5,,,,,,,68,8,,,,,474,5,,,,,,,,,77,2,,,,,,,11,2,70,9,,,,,122,6,,,,,,,,,268,8,,,,,,,12,1,,,17,3,,,,,,,,,,,2306,6
2397,30664,5,10,4,10,3,,,9,2,,,884,2,,,,,7,6,147,2,,,7,2,,,,,6,4,247,3,,,,,14,5,,,17,3,22,3,,,32,14,,,7,2,8,2,251,6,,,10,4,455,1,3347,5,,,,,315,3,,,10928,9,13,5,1582,10,28,8,8,5,2462,2,214,9,,,1347,11,,,,,7,2,,,,,,,12,2,,,,,,,683,4,,,10,2,125,7,,,,,407,3,36,4,,,3,3,33,12,,,,,8,2,21,2,756,11,1274,12,,,,,,,54,2,20,2,,,39,16,11,1,,,,,17,2,,,,,8,2,13,1,49,6,49,5,,,,,,,47,2,5,7,,,,,9,8,,,,,,,,,,,,,489,13,10,8,215,4,,,,,,,5,3,,,,,,,5,2,,,,,430,13,10,2,,,602,8,,,,,,,1237,11,,,,,,,,,,,9,3,,,,,38,5,,,60,10,36,7,,,,,111,5,,,,,427,6,7,3,,,7,7,,,,,,,64,8,,,6,4,191,4,,,,,87,11,8,3,,,,,5,1,83,10,17,1,,,,,4,4,,,5,6,,,,,,,9,3,,,404,19
2093,29697,6,,,,,,,,,,,76,11,,,,,,,18,4,,,,,,,,,,,91,7,,,,,18,4,21,2,,,,,,,43,7,13,1,,,,,86,17,,,,,94,12,1137,20,,,,,,,,,13231,6,23,2,1077,18,,,,,64,14,150,13,,,895,18,,,,,,,,,18,1,,,,,,,13,1,,,88,20,19,7,,,70,11,,,,,89,17,14,6,,,,,117,10,,,,,,,,,576,16,4247,1,,,54,1,17,1,,,3,4,,,492,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,,,,,,,,,,398,15,,,83,12,,,,,,,,,,,,,,,,,,,,,292,20,,,,,488,10,,,,,,,1172,12,,,,,13,2,,,,,,,,,,,,,,,74,6,18,12,,,,,,,19,1,,,170,14,,,14,1,,,,,,,,,346,4,,,,,51,11,,,,,114,7,,,,,,,,,506,5,,,,,,,,,,,17,2,,,,,,,,,18,1,2990,1
463,25440,7,,,12,2,,,,,,,,,,,,,,,6,6,,,,,,,,,,,30,11,,,,,,,,,3,5,,,,,29,16,,,,,,,231,7,,,,,86,14,2089,11,,,,,,,,,11390,7,2,43,1329,14,11,18,2,16,10,25,122,18,,,1188,13,,,,,,,,,,,,,,,,,,,,,83,21,,,,,39,14,,,,,72,20,,,,,,,28,14,,,,,,,,,869,8,3069,3,,,,,,,,,,,,,79,10,,,,,,,3,7,,,,,,,,,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,19,,,58,16,,,,,,,,,,,,,,,,,,,,,371,17,,,,,1080,4,,,,,,,1513,9,,,,,,,,,,,,,,,,,,,,,,,7,15,,,,,41,10,,,,,144,17,,,,,,,,,,,,,60,9,,,,,36,15,,,,,68,13,,,,,,,,,33,14,,,,,,,,,,,,,,,,,,,,,,,929,11
2181,24696,8,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,136,6,,,,,,,,,,,,,,,21,19,,,,,,,123,13,,,,,102,10,1505,16,,,,,250,5,,,7096,12,13,4,1111,17,103,4,7,7,,,665,5,,,2799,5,,,,,,,,,,,,,,,,,,,,,236,8,,,,,74,10,,,,,200,8,,,,,,,196,6,,,,,,,17,3,603,15,1819,8,,,,,,,31,3,,,,,42,14,,,,,,,,,,,,,,,3,4,42,7,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,10,10,7,151,8,,,,,,,,,,,,,,,,,,,,,1337,4,,,,,317,14,,,,,117,6,2070,7,,,,,,,,,,,4,5,,,,,19,6,,,51,11,34,8,,,,,22,11,8,2,,,1075,1,,,,,,,,,,,,,210,6,,,,,106,5,,,,,153,5,11,2,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,1114,9
2162,20383,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,11,33,,,,,,,117,14,,,,,33,25,1002,23,,,,,,,,,9459,10,,,709,24,,,,,,,91,26,,,716,23,,,,,3,4,,,,,,,,,,,,,,,25,36,,,,,,,,,,,322,5,,,,,,,11,18,,,,,,,2,10,934,6,10,106,,,,,,,8,4,,,,,122,7,,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,37,5,9,,,,,,,,,,,,,,,,,,,,,,,490,9,,,,,235,21,,,,,12,11,4580,2,,,,,,,,,,,,,,,,,3,10,,,,,8,14,,,,,20,12,,,,,74,29,,,,,,,,,,,,,,,,,,,39,13,,,,,103,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107,10
2921,18237,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,,,,,,,,,,,,,,,350,53,,,,,,,,,16063,4,,,,,,,,,,,,,,,165,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,13,,,,,,,,,,,,,37,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
