bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,100400,1,235,1,37,1,19,1,32,1,22,1,2377,1,13,1,27,1,27,1,402,1,47,1,21,1,19,1,,,40,1,450,1,66,1,158,1,335,1,24,1,28,2,288,1,21,1,220,1,40,1,18,1,35,1,917,1,11,1,44,1,365,2,4859,2,15,1,14,1,452,3,10,1,27377,1,90,1,14892,1,444,1,46,1,2047,3,1126,2,65,1,3761,1,,,22,1,22,1,28,1,17,1,13,1,36,1,91,1,19,1,,,1353,2,1712,1,30,1,386,3,16,1,16,1,1132,1,341,1,18,1,1200,2,17,1,12,1,26,1,81,1,3520,2,3176,6,17,1,30,1,13,2,474,1,353,1,70,1,515,2,15,2,,,24,1,43,1,26,1,17,1,27,1,14,1,274,3,197,1,16,1,23,1,32,1,68,2,89,1,133,1,674,1,148,2,19,1,36,1,16,1,17,1,18,1,10,1,914,6,25,1,1066,1,18,1,,,21,1,16,1,17,1,12,1,14,1,13,1,,,28,1,2440,2,18,1,20,1,3395,2,13,1,19,1,389,1,5358,2,24,1,10,1,23,1,14,1,13,1,26,1,16,1,18,1,108,3,66,1,311,1,185,2,,,360,1,262,4,,,13,2,800,1,29,2,,,135,2,,,109,1,3,1,567,1,38,1,78,1,421,2,37,1,,,422,3,51,1,206,1,22,1,17,1,1586,1,,,15,1,,,13,1,,,21,1,15,1,30,1,17,1,24,1,,,2271,3
2223,62361,2,,,,,,,,,,,464,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9,,,,,,,791,2,,,,,218,3,1847,13,,,,,,,,,12706,4,,,4602,2,,,,,2465,1,1623,1,,,3157,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3,,,191,8,,,,,,,,,7965,1,4211,2,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,444,1,,,,,,,,,,,14,3,,,,,32,7,,,,,,,,,,,,,720,12,,,622,2,,,,,,,,,,,,,,,,,,,,,5407,1,,,,,6081,1,,,,,,,2538,6,,,,,,,,,,,,,,,,,,,9,2,,,395,1,,,,,90,6,,,,,193,10,,,,,,,,,,,,,417,2,,,,,1973,1,,,,,501,2,,,,,,,,,576,3,,,,,,,,,,,5,5,,,,,,,,,,,2006,5
1406,46216,3,85,2,,,,,,,,,14,17,,,,,7,5,43,3,,,,,,,,,,,282,3,,,,,,,,,,,,,,,47,7,,,,,,,133,11,,,6,5,187,4,2769,8,,,,,649,1,,,18811,2,8,11,3272,3,48,7,12,4,296,6,845,3,,,2282,5,44,1,,,,,5,2,,,,,,,,,,,,,524,5,,,,,395,1,,,,,133,15,43,4,7,3,2249,1,,,,,,,10,4,1540,5,3227,5,,,9,3,5,4,,,,,,,,,,,,,,,8,2,,,,,,,,,75,4,41,6,,,,,,,,,,,,,,,33,5,,,,,,,,,,,,,1416,2,2,18,296,3,,,,,,,,,,,,,,,,,,,,,576,12,,,,,540,9,,,,,175,5,2201,7,,,,,,,,,,,8,2,11,2,,,560,1,,,51,12,85,5,,,,,505,3,,,,,491,3,,,,,,,,,,,,,,,,,,,94,6,,,,,145,6,4,4,,,,,,,118,9,,,,,,,6,3,,,5,3,,,,,,,8,3,,,775,13
10816,39346,4,,,,,,,,,,,276,6,,,,,12,3,,,,,,,10,2,,,20,2,116,8,,,,,,,,,,,17,3,,,35,11,,,,,,,230,8,,,,,148,6,3409,6,,,,,83,11,,,11117,6,,,3099,4,57,5,,,537,5,356,6,,,2336,4,,,,,,,,,,,,,,,,,,,,,358,6,35,6,,,159,8,,,,,399,3,,,,,253,6,,,,,,,,,1853,4,3282,4,,,,,,,,,,,16,2,337,5,,,,,,,,,,,,,,,,,,,49,4,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,796,10,12,2,167,7,,,11,1,,,,,,,,,,,,,,,,,1547,4,,,,,1212,3,,,,,171,6,3560,5,,,,,,,,,,,,,,,,,20,6,,,104,5,,,,,,,69,8,,,,,481,4,,,,,,,,,11,3,,,,,,,8,3,55,8,,,,,114,7,,,,,,,,,230,6,,,,,,,9,2,,,7,2,,,,,,,,,,,2153,4
2397,31340,5,8,4,13,2,,,8,2,,,776,2,,,,,16,2,116,2,,,7,3,,,,,12,4,337,2,,,,,7,4,,,64,1,34,2,,,51,5,,,7,2,8,2,289,7,,,8,3,393,1,3568,4,,,,,387,5,,,10567,7,8,12,1938,7,20,11,3,16,2243,2,212,9,,,1528,8,,,,,2,4,,,,,,,6,3,,,,,,,641,3,,,5,2,159,7,,,,,271,6,58,2,8,2,26,14,,,,,3,4,13,3,781,13,1552,12,,,,,,,69,2,16,2,,,18,30,16,1,,,,,5,4,,,,,7,3,4,3,67,6,49,3,,,,,,,71,1,2,7,,,,,9,10,,,,,,,,,,,,,492,15,6,8,188,5,,,,,,,4,3,,,,,,,3,2,,,,,582,11,2,2,,,436,12,,,,,,,1501,11,,,,,,,,,,,5,5,,,,,52,4,,,66,9,45,9,,,,,128,5,,,,,322,6,6,3,,,32,4,,,,,,,73,9,,,3,4,232,3,,,,,97,9,8,3,,,,,3,2,68,10,26,1,,,,,6,4,,,1,11,,,,,,,9,2,,,458,15
2093,31051,6,,,,,,,,,,,69,10,,,,,,,11,5,,,,,,,,,,,48,10,,,,,6,5,6,4,,,,,,,15,25,4,2,,,,,66,20,,,,,51,19,1121,20,,,,,,,,,14688,3,15,4,1116,17,,,,,37,17,92,27,,,988,17,,,,,,,,,12,2,,,,,,,4,2,,,68,24,8,7,,,41,13,,,,,83,20,7,7,,,94,10,,,,,,,,,583,19,4913,1,,,10,2,5,5,,,2,4,,,194,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,6,,,,,,,,,,,,,365,20,,,43,15,,,,,,,,,,,,,,,,,,,,,328,22,,,,,488,10,,,,,,,1323,13,,,,,7,2,,,,,,,,,,,,,,,54,11,7,16,,,,,,,9,2,,,144,18,,,4,2,,,,,,,,,345,3,,,,,34,13,,,,,58,12,,,,,,,,,553,4,,,,,,,,,,,5,4,,,,,,,,,2,3,2893,2
463,27303,7,,,8,3,,,,,,,,,,,,,,,5,6,,,,,,,,,,,20,16,,,,,,,,,3,8,,,,,31,14,,,,,,,312,6,,,,,76,13,2242,10,,,,,,,,,12386,5,3,29,1364,14,8,18,5,8,15,21,129,17,,,1281,12,,,,,,,,,,,,,,,,,,,,,117,13,,,,,28,14,,,,,93,18,,,,,41,12,,,,,,,,,1112,7,2923,8,,,,,,,,,,,,,72,11,,,,,,,4,6,,,,,,,,,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,17,3,15,39,18,,,,,,,,,,,,,,,,,,,,,509,13,,,,,1004,4,,,,,,,1628,10,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,32,11,,,,,145,17,,,,,,,,,,,,,94,6,,,,,28,15,,,,,51,14,,,,,,,,,62,12,,,,,,,,,,,,,,,,,,,,,,,966,7
2181,24844,8,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,232,4,,,,,,,,,,,,,,,18,22,,,,,,,167,10,,,,,86,11,1738,14,,,,,272,6,,,6740,11,18,3,1119,16,188,2,4,12,,,252,8,,,1098,14,,,,,,,,,,,,,,,,,,,,,229,8,,,,,77,10,,,,,163,11,,,,,341,4,,,,,,,8,7,654,18,4120,3,,,,,,,25,3,,,,,23,24,,,,,,,,,,,,,,,8,2,38,7,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,11,8,4,170,6,,,,,,,,,,,,,,,,,,,,,1541,5,,,,,351,15,,,,,169,7,1849,9,,,,,,,,,,,5,4,,,,,26,5,,,109,3,47,8,,,,,37,10,12,1,,,711,2,,,,,,,,,,,,,80,8,,,,,138,5,,,,,194,5,13,2,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,936,8
29351,20737,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,,,,,109,15,,,,,,,3215,7,,,,,,,,,3185,27,,,160,51,108,3,,,,,93,26,,,330,45,,,,,,,,,,,,,,,,,,,,,326,7,,,,,,,,,,,47,26,22,5,,,,,,,,,,,,,,,190,40,,,,,,,,,,,,,18,33,,,,,,,,,,,,,,,,,332,2,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,32,,,,,,,,,,,,,,,,,,,,,,,,,1096,7,,,,,,,,,,,,,9763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,37,,,,,,,,,,,,,,,,,,,,,,,,,914,1,,,,,,,,,428,5,,,,,,,,,,,,,,,,,,,,,,,70,46
2162,18187,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,8,38,,,,,,,100,16,,,,,32,25,1110,21,,,,,,,,,8262,9,,,658,24,,,,,,,113,22,,,636,24,,,,,3,2,,,,,,,,,,,,,,,17,41,,,,,,,,,,,360,4,,,,,11,17,,,,,,,6,9,773,14,8,111,,,,,,,3,4,,,,,119,7,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,50,5,10,,,,,,,,,,,,,,,,,,,,,,,448,15,,,,,158,23,,,,,15,12,4180,3,,,,,,,,,,,,,,,,,8,8,,,,,9,15,,,,,16,12,,,,,88,22,,,,,,,,,,,,,,,,,,,22,19,,,,,96,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,11
