,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,126117,196,1,44,1,23,1,33,1,25,1,3800,1,21,1,24,1,44,1,520,1,57,1,32,1,26,1,,,44,2,596,1,54,1,64,1,360,1,25,1,43,1,293,1,30,1,351,1,31,1,22,1,46,1,794,2,25,1,62,1,617,2,5662,1,24,1,26,1,798,1,,,35963,1,63,1,14292,1,510,1,57,1,2022,3,1104,2,30,1,4448,2,,,23,1,29,1,34,1,29,1,27,1,55,1,197,1,26,1,1641,1,2167,1,44,1,508,1,26,1,25,1,1211,1,323,1,24,1,2424,1,27,1,27,1,44,1,92,1,4306,2,4880,1,27,1,27,1,68,2,651,1,489,1,92,1,445,3,22,1,,,40,1,56,1,26,1,59,1,23,1,324,3,280,1,21,1,29,2,,,100,1,110,1,120,1,1754,1,225,2,31,1,28,1,20,1,35,1,32,1,20,1,1305,2,39,1,570,2,1,1,,,31,1,24,1,22,1,28,1,18,1,26,1,,,27,1,2966,2,20,1,27,1,4002,2,25,1,523,1,9060,2,24,1,43,1,20,1,32,1,25,1,24,1,180,3,78,1,441,1,325,1,,,427,1,468,2,,,25,3,1163,2,53,1,,,356,1,,,138,1,6,1,594,1,60,1,263,1,373,1,29,1,,,473,2,89,1,248,1,45,1,23,1,1599,1,,,28,1,,,32,1,,,34,2,25,1,29,1,22,1,22,1,,,2943,4
1,2,2223,59916,,,,,,,,,,,644,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,,,,,,,800,1,,,,,,,1866,13,,,,,,,,,13597,4,,,3958,3,,,,,2125,2,1700,1,,,3578,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,,,115,10,,,,,,,,,7943,1,2031,7,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,741,1,,,,,,,,,,,9,4,,,,,39,4,,,,,,,,,,,,,527,12,,,1114,1,,,,,,,,,,,,,,,,,,,,,4085,1,,,,,6348,1,,,,,2775,7,,,,,,,,,,,,,,,6,4,,,277,2,,,,,66,6,,,,,213,12,,,,,,,,,,,,,181,4,,,,,270,2,,,,,417,3,,,,,,,,,152,7,,,,,,,,,,,,,,,,,,,,,,,4283,3
2,3,1406,46396,29,2,,,,,,,,,26,15,,,,,16,2,21,4,,,,,,,,,,,343,3,,,,,,,,,,,,,,,59,5,,,,,,,144,13,,,14,2,226,4,3143,7,,,,,748,2,,,16553,2,18,4,3845,4,49,5,14,3,453,5,794,4,,,3004,5,35,1,,,,,17,2,,,,,,,,,,,460,5,,,,,429,2,,,,,177,13,42,2,8,3,1662,2,,,,,,,11,5,1521,5,3434,3,,,12,3,20,3,,,,,,,,,,,,,,,18,2,,,,,,,120,4,,,,,,,,,,,,,,,,,34,6,,,,,,,,,,,,,1383,1,13,3,325,4,,,,,,,,,,,,,,,,,,,,,537,13,,,,,298,17,,,114,6,3171,6,,,,,,,11,3,10,2,,,474,1,,,55,11,83,5,,,,,437,3,,,,,547,3,,,,,,,,,,,,,,,,,,,61,8,,,,,170,4,,,,,,,,,183,6,,,,,,,13,2,,,9,3,,,,,,,7,3,,,996,8
3,4,10816,40761,,,,,,,,,,,630,4,,,,,10,4,,,,,,,8,2,,,15,3,131,8,,,,,,,,,,,18,3,,,37,13,,,,,,,219,8,,,,,170,7,3228,6,,,,,67,8,,,15963,3,,,3166,5,51,4,,,391,6,307,6,,,2249,6,,,,,,,,,,,,,,,,,,,330,6,43,6,,,151,9,,,,,380,5,,,,,182,8,,,,,,,,,1549,4,2873,5,,,,,,,,,,,7,3,223,5,,,,,,,,,,,,,,,,,53,5,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,822,8,10,8,226,6,,,12,1,,,,,,,,,,,,,,,,,1027,6,,,,,833,5,,,131,5,3429,5,,,,,,,,,,,,,76,4,,,79,9,,,,,,,,,,,,,482,4,,,,,,,,,13,3,,,,,,,11,4,69,7,,,,,137,7,,,,,,,,,907,3,,,,,,,9,4,,,,,,,,,,,,,,,23,89
4,5,2397,36510,24,3,20,2,,,17,2,,,858,2,,,,,16,3,147,2,,,8,3,,,,,10,4,465,2,,,,,17,4,,,31,2,56,2,,,48,8,,,17,2,14,2,328,6,,,13,3,639,1,3299,5,,,,,370,5,,,13453,5,22,2,1902,11,34,6,17,2,2623,1,283,7,,,1590,9,,,,,11,2,,,,,,,24,2,,,,,637,3,,,11,2,217,5,,,,,418,4,34,3,13,2,382,4,,,,,10,2,26,2,845,12,1668,9,,,,,,,84,2,28,2,,,35,22,10,2,,,,,18,3,,,,,12,2,103,6,54,4,,,,,,,76,2,9,5,,,,,14,8,,,,,,,,,,,,,500,13,12,6,398,3,,,,,,,8,3,,,,,,,7,2,,,,,712,8,10,2,,,599,10,,,,,1495,12,,,,,,,14,2,,,,,56,5,,,105,5,61,8,,,,,156,4,,,,,403,5,12,3,,,24,4,,,,,,,60,9,,,11,3,198,4,,,,,61,11,22,3,,,,,10,2,66,9,13,1,,,,,13,3,,,,,,,,,,,15,2,,,409,20
5,6,2093,36466,,,,,,,,,,,58,11,,,,,,,26,3,,,,,,,,,,,41,11,,,,,14,5,16,2,,,,,,,41,11,9,2,,,,,172,11,,,,,53,18,1119,23,,,,,,,,,13325,6,15,6,1253,16,,,,,49,14,128,21,,,1206,16,,,,,,,,,15,2,,,,,,,9,2,61,25,26,7,,,45,12,,,,,85,23,10,6,,,104,11,,,,,,,,,701,16,4272,2,,,17,2,10,4,,,,,,,165,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,5,,,,,,,,,,,,,406,15,,,47,22,,,,,,,,,,,,,,,,,,,,,353,20,,,,,409,12,,,,,1596,11,,,,,7,2,,,,,,,,,,,39,12,24,10,,,,,,,11,1,,,178,14,,,6,2,,,,,,,,,259,3,,,,,34,13,,,,,54,12,,,,,,,,,772,5,,,,,,,,,,,38,1,,,,,,,,,8,1,9143,1
6,7,2181,33211,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,273,5,,,,,,,,,,,,,,,30,15,,,,,,,141,14,,,,,236,3,1683,15,,,,,259,6,,,7639,13,11,8,9439,2,155,3,8,5,,,234,8,,,1530,10,,,,,,,,,,,,,,,,,,,306,7,,,,,119,11,,,,,674,3,,,,,222,6,,,,,,,12,4,59,96,1284,12,,,,,,,31,3,,,,,46,17,,,,,,,,,,,,,7,3,51,8,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,9,13,4,197,8,,,,,,,,,,,,,,,,,,,,,1384,3,,,,,390,13,,,146,4,2060,8,,,,,,,11,4,,,,,51,6,,,85,6,46,9,,,,,,,8,2,,,1261,1,,,,,,,,,,,,,125,6,,,,,90,5,,,,,140,6,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,6
7,8,29351,32234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,107,17,,,,,,,2587,10,,,,,,,,,4325,24,,,195,46,159,2,,,,,83,29,,,130,84,,,,,,,,,,,,,,,,,,,201,8,,,,,,,,,,,38,29,15,5,,,,,,,,,,,,,,,167,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,2,114,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,37,,,,,,,,,,,,,,,,,,,,,,,,,767,7,,,,,,,,,,,19770,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,30,,,,,,,,,,,,,,,,,,,,,,,,,1775,1,,,,,,,,,1086,2,,,,,,,,,,,,,,,,,,,,,,,114,35
8,9,2162,22238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,11,40,,,,,,,132,15,,,,,22,30,1456,17,,,,,,,,,10542,8,,,711,24,,,,,,,102,24,,,780,27,,,,,3,4,,,,,,,,,,,,,46,27,,,,,,,,,,,227,8,,,,,,,,,,,,,1,12,633,17,1,108,,,,,,,1,4,,,,,82,10,,,,,,,,,,,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,42,1,18,,,,,,,,,,,,,,,,,,,,,,,577,12,,,,,252,20,,,19,11,5816,3,,,,,,,,,,,,,2,10,,,,,6,17,,,,,,,,,,,87,23,,,,,,,,,,,,,,,,,,,35,12,,,,,91,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,16
9,10,463,20623,,,9,3,,,,,,,,,,,,,,,5,6,,,,,,,,,,,27,14,,,,,,,,,4,6,,,,,15,25,,,,,,,220,7,,,,,129,9,1696,14,,,,,,,,,10698,7,7,18,,,18,11,5,9,19,18,138,19,,,907,21,,,,,,,,,,,,,,,,,,,70,22,,,,,16,15,,,,,85,22,,,,,27,14,,,,,,,,,798,14,1741,8,,,,,,,,,,,,,55,15,,,,,,,6,6,,,,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,19,6,12,37,26,,,,,,,,,,,,,,,,,,,,,377,18,,,,,837,4,,,,,1461,13,,,,,,,,,,,,,,,,,,,22,12,,,,,20,9,,,,,123,17,,,,,,,,,,,,,38,10,,,,,23,17,,,,,50,13,,,,,,,,,19,13,,,,,,,,,,,,,,,,,,,,,,,613,12
