,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,111252,135,1,31,1,34,1,29,1,35,1,2766,1,32,1,29,1,27,2,475,1,43,1,26,1,23,2,,,52,2,496,1,98,1,167,1,339,1,26,1,45,1,300,1,23,1,215,1,19,1,23,1,38,1,795,2,29,1,41,1,457,3,5063,2,30,1,27,1,453,4,21,1,28010,1,76,1,9552,1,568,1,38,1,1989,3,1221,2,45,1,4070,3,,,22,1,75,1,100,1,22,1,26,1,46,1,163,1,20,1,,,1211,1,2219,1,97,1,303,4,29,1,20,1,989,1,138,1,,,26,1,1501,2,24,1,13,1,41,1,63,1,3320,3,2633,3,28,1,36,1,33,2,307,1,173,1,155,1,306,5,24,1,,,32,1,69,1,39,1,22,1,28,1,26,1,288,3,258,1,19,1,22,1,1,2,93,2,198,1,72,1,1111,1,414,2,30,1,35,1,23,1,24,1,26,2,29,1,1107,7,25,2,441,4,31,1,,,24,1,24,1,29,1,40,1,25,1,20,1,,,37,1,2095,3,23,1,24,1,2441,2,16,1,31,1,337,1,19905,1,29,1,25,1,28,1,24,1,24,1,26,1,29,1,23,1,97,3,85,1,298,1,174,4,,,195,1,247,4,,,26,2,962,2,56,1,,,279,1,,,205,1,4,1,616,2,34,1,144,1,302,2,53,1,,,335,3,99,1,227,1,276,1,27,1,1547,1,,,24,1,,,20,2,,,28,2,36,1,30,1,22,1,26,1,,,2862,4
1,2,2223,87411,,,,,,,,,,,1073,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8,,,,,,,2052,1,,,,,544,2,2484,13,,,,,,,,,14113,3,,,5448,2,,,,,3406,1,2257,1,,,5969,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3,,,,,177,8,,,,,,,,,16695,1,2217,6,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,587,1,,,,,,,,,,,12,6,,,,,44,6,,,,,,,,,,,,,1303,6,,,2034,1,,,,,,,,,,,,,,,,,,,,,6272,1,,,,,9309,1,,,,,,,3229,5,,,,,,,,,,,,,,,,,,,16,3,,,461,1,,,,,139,6,,,,,374,9,,,,,,,,,,,,,430,3,,,,,3574,1,,,,,564,2,,,,,,,,,588,2,,,,,,,,,,,8,8,,,,,,,,,,,1930,8
2,3,1406,48433,56,2,,,,,,,,,15,18,,,,,12,5,51,3,,,,,,,,,,,279,3,,,,,,,,,,,,,,,56,6,,,,,,,108,19,,,14,3,268,6,3373,7,,,,,637,3,,,19419,2,16,6,4494,3,74,5,9,6,268,6,977,3,,,2727,5,41,1,,,,,13,2,,,,,,,,,,,,,820,3,,,,,435,2,,,,,215,11,35,4,,,6,3,1652,1,,,,,,,26,3,1746,5,2183,7,,,11,3,21,3,,,,,,,,,,,,,,,7,6,,,,,,,,,117,4,25,8,,,,,,,,,,,,,,,28,7,,,,,,,,,,,,,1734,4,9,8,526,2,,,,,,,,,,,,,,,,,,,,,499,15,,,,,429,12,,,,,77,8,2233,7,,,,,,,,,,,8,4,9,2,,,346,1,,,40,11,87,5,,,,,261,3,,,,,681,6,,,,,,,,,,,,,,,,,,,67,8,,,,,114,9,11,4,,,,,,,155,9,,,,,,,6,4,,,10,5,,,,,,,8,3,,,889,14
3,4,10816,48334,,,,,,,,,,,430,5,,,,,71,1,,,,,,,74,1,,,79,1,275,4,,,,,,,,,,,70,2,,,121,2,,,,,,,438,5,,,,,288,5,4483,4,,,,,154,6,,,13033,6,,,3603,4,118,3,,,629,5,560,7,,,2609,6,,,,,,,,,,,,,,,,,,,,,578,5,106,5,,,216,5,,,,,603,3,,,,,,,325,6,,,,,,,,,2915,4,2233,4,,,,,,,,,,,84,2,374,3,,,,,,,,,,,,,,,,,,,122,2,,,,,,,,,,,,,,,,,,,,,,,,,76,1,,,947,9,75,1,368,5,,,75,1,,,,,,,,,,,,,,,,,2168,2,,,,,1631,3,,,,,247,2,3618,4,,,,,,,,,,,,,,,,,82,4,,,161,2,,,,,,,132,7,,,,,739,5,,,,,,,,,76,2,,,,,,,76,2,133,6,,,,,203,4,,,,,,,,,294,7,,,,,,,75,1,,,75,1,,,,,,,,,,,2492,6
4,5,2397,39556,18,3,16,3,,,15,2,,,876,3,,,,,14,4,150,2,,,20,2,,,,,18,3,406,2,,,,,23,4,,,19,2,38,3,,,89,4,,,19,2,23,2,373,6,,,13,5,755,1,4652,3,,,,,654,2,,,13496,4,20,4,1963,8,38,7,14,3,2401,2,345,9,,,1858,8,,,,,11,2,,,,,,,25,2,,,,,,,1007,2,,,21,2,207,6,,,,,317,5,61,2,,,17,2,49,13,,,,,16,2,32,2,1068,6,1385,9,,,,,,,94,2,24,2,,,36,19,15,2,,,,,21,2,,,,,13,2,11,3,78,6,71,4,,,,,,,98,1,13,4,,,,,22,8,,,,,,,,,,,,,791,12,17,4,515,3,,,,,,,11,2,,,,,,,17,2,,,,,566,11,17,2,,,484,10,,,,,,,1634,9,,,,,,,,,,,14,2,,,,,39,6,,,91,6,53,9,,,,,176,5,,,,,885,4,13,3,,,24,4,,,,,,,78,8,,,13,3,200,4,,,,,140,7,14,3,,,,,13,2,82,11,26,1,,,,,11,3,,,13,3,,,,,,,17,2,,,564,16
5,6,25821,38208,,,,,,,,,,,363,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986,10,,,,,,,,,1192,80,5,19,2452,5,,,,,,,,,,,6960,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,6,,,,,,,,,,,,,,,,,,,,,,,18905,1
6,7,463,28127,,,17,2,,,,,,,,,,,,,,,23,4,,,,,,,,,,,51,11,,,,,,,,,18,3,,,,,56,5,,,,,,,231,8,,,,,107,12,2511,12,,,,,,,,,12538,7,19,5,1279,15,37,8,19,2,28,19,132,22,,,1225,13,,,,,,,,,,,,,,,,,,,,,118,16,,,,,53,13,,,,,98,19,,,,,,,55,12,,,,,,,,,929,9,3287,2,,,,,,,,,,,,,62,12,,,,,,,14,3,,,,,,,,,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,19,19,3,141,13,,,,,,,,,,,,,,,,,,,,,557,12,,,,,1143,4,,,,,,,1359,10,,,,,,,,,,,,,,,,,,,,,,,29,11,,,,,58,9,,,,,160,20,,,,,,,,,,,,,215,6,,,,,43,10,,,,,76,10,,,,,,,,,67,12,,,,,,,,,,,,,,,,,,,,,,,954,11
7,8,2093,26845,,,,,,,,,,,65,12,,,,,,,12,5,,,,,,,,,,,36,14,,,,,15,6,8,3,,,,,,,27,16,5,2,,,,,77,21,,,,,58,19,1123,22,,,,,,,,,11975,8,4,21,1016,18,,,,,56,17,157,19,,,895,17,,,,,,,,,9,2,,,,,,,6,2,,,82,22,13,7,,,43,14,,,,,73,21,9,7,,,,,97,10,,,,,,,,,507,19,4080,1,,,13,2,4,6,,,2,4,,,166,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,5,,,,,,,,,,,,,377,18,,,67,20,,,,,,,,,,,,,,,,,,,,,291,21,,,,,450,11,,,,,,,1176,12,,,,,8,2,,,,,,,,,,,,,,,38,12,14,15,,,,,,,17,1,,,226,12,,,6,1,,,,,,,,,289,5,,,,,34,15,,,,,40,17,,,,,,,,,420,4,,,,,,,,,,,11,4,,,,,,,,,9,1,2683,5
8,9,2162,26070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,4,60,,,,,,,147,15,,,,,35,27,1373,17,,,,,,,,,13253,5,,,799,23,,,,,,,127,24,,,801,21,,,,,4,3,,,,,,,,,,,,,,,26,37,,,,,,,,,,,243,9,,,,,,,5,19,,,,,,,6,7,591,18,9,108,,,,,,,14,4,,,,,63,11,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,52,4,14,,,,,,,,,,,,,,,,,,,,,,,761,9,,,,,237,19,,,,,15,11,6203,3,,,,,,,,,,,,,,,,,7,8,,,,,8,17,,,,,23,12,,,,,122,23,,,,,,,,,,,,,,,,,,,27,19,,,,,132,8,,,,,,,,,4,29,,,,,,,,,,,,,,,,,,,,,,,925,13
9,10,2181,24876,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,225,6,,,,,,,,,,,,,,,30,15,,,,,,,181,11,,,,,136,8,1982,15,,,,,239,5,,,8045,12,10,11,1327,14,103,4,10,4,,,240,11,,,1200,15,,,,,,,,,,,,,,,,,,,,,319,7,,,,,144,9,,,,,262,8,,,,,,,360,4,,,,,,,15,5,904,10,1015,13,,,,,,,31,3,,,,,32,22,,,,,,,,,,,,,,,12,2,47,8,46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,11,9,9,269,6,,,,,,,,,,,,,,,,,,,,,1486,4,,,,,338,15,,,,,127,6,2058,8,,,,,,,,,,,10,3,,,,,45,5,,,73,9,75,7,,,,,33,11,16,2,,,931,3,,,,,,,,,,,,,211,7,,,,,108,7,,,,,172,6,18,2,,,,,,,,,,,,,,,,,,,10,6,,,,,,,,,,,1129,10
