,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,94378,113,1,29,1,16,1,24,1,22,1,2361,1,19,1,18,1,28,1,64,1,3,1,14,1,326,1,20,1,19,1,21,2,,,38,1,468,2,226,1,224,1,626,1,10,2,28,1,232,1,12,1,216,1,15,1,13,1,47,1,542,2,15,1,30,1,302,2,5254,1,12,1,19,1,21,1,457,3,23,1,27564,2,64,1,9843,1,559,1,46,1,1827,3,1169,2,20,1,22,1,3123,3,,,23,1,20,1,28,1,14,1,13,1,13,1,35,1,135,1,21,1,,,1212,1,1538,1,73,1,380,2,18,1,15,1,777,1,188,1,,,26,1,1900,3,20,1,15,1,11,1,92,1,3124,3,2999,4,18,1,18,1,20,2,297,1,313,1,105,1,327,2,25,1,18,1,62,1,68,1,29,1,16,1,8,1,17,1,197,1,188,1,16,1,17,2,18,2,55,2,193,1,59,1,700,1,403,2,14,1,56,1,23,1,13,1,37,1,11,1,929,4,24,2,370,2,11,1,,,17,1,12,2,12,1,21,1,15,1,29,1,,,13,1,2099,2,25,1,26,1,3871,2,21,1,22,1,299,1,5249,4,13,1,21,1,18,1,8,1,19,1,24,1,32,2,15,1,164,2,88,1,207,1,178,1,,,147,1,577,1,,,12,3,734,3,40,2,,,160,1,,,244,1,53,1,482,3,18,1,44,1,85,1,818,3,26,1,,,263,3,84,1,127,1,29,1,18,1,1908,2,,,15,1,,,14,2,,,39,1,10,1,24,1,19,1,18,1,,,2323,4
1,2,2223,93473,,,,,,,,,,,1703,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,4,,,,,,,966,1,,,,,150,6,2393,12,,,,,,,,,,,36755,1,,,5365,2,,,,,3243,1,1242,1,,,,,3204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3,,,,,417,5,,,,,,,,,7522,1,4047,2,,,,,3,6,,,,,,,111,10,,,,,,,,,,,,,,,,,119,3,,,,,,,,,,,27,3,,,,,123,3,,,,,,,,,,,,,764,7,,,484,1,,,,,,,,,,,,,,,,,,,,,4292,1,,,,,9592,1,,,,,,,2572,7,,,,,,,,,,,,,,,,,,,13,4,,,169,2,,,17,2,91,7,,,,,233,10,,,,,,,,,,,,,550,1,,,,,,,2781,1,,,,,279,2,,,,,,,,,1975,1,,,,,,,,,,,5,8,,,,,,,,,,,2129,6
2,3,1406,47049,39,2,,,,,,,,,700,4,,,,,,,25,3,,,,,74,3,,,,,,,,,,,205,5,,,,,,,,,,,,,,,42,11,,,,,,,131,14,,,9,2,175,5,2925,8,,,,,,,403,4,,,19141,3,18,4,3058,4,44,5,15,3,536,5,633,3,,,,,2283,5,32,1,,,,,13,2,,,,,,,,,,,,,,,895,3,,,,,373,3,,,,,149,10,51,4,,,11,2,2434,2,,,,,,,18,4,1826,5,2115,8,,,9,3,12,3,,,,,,,94,13,,,,,,,14,3,,,,,,,,,55,7,31,9,,,,,,,,,,,,,,,85,5,,,,,,,,,,,,,1237,1,10,9,252,3,,,,,,,38,1,,,,,,,,,,,,,485,13,,,,,570,10,,,,,95,7,2388,8,,,,,,,,,,,10,2,40,1,,,488,1,,,34,12,33,8,,,,,121,5,,,,,962,1,,,,,,,,,,,,,,,,,,,,,110,10,,,,,153,5,6,4,,,,,,,296,8,,,,,,,8,3,,,5,7,,,,,,,11,2,,,1024,10
3,4,10816,46769,,,,,,,,,,,362,7,,,,,,,32,2,,,,,,,,,,,41,1,,,38,2,172,6,,,,,,,,,,,23,2,,,93,3,,,,,,,327,4,,,,,135,7,3218,6,,,,,,,116,7,,,10946,8,,,3721,3,82,4,,,531,6,258,6,,,,,1991,6,,,,,,,,,,,,,,,,,,,,,,,326,6,68,5,,,202,5,,,,,367,3,,,,,,,617,4,,,,,,,,,2241,4,2326,6,,,,,,,,,,,47,2,157,7,,,,,,,,,,,,,,,,,,,44,4,,,,,,,,,,,,,,,,,,,,,,,,,26,2,,,708,8,31,1,219,4,,,28,1,,,,,,,,,,,,,,,,,1523,3,,,,,2152,3,,,,,182,3,9564,1,,,,,,,,,,,,,,,,,34,5,,,106,4,,,,,,,74,8,,,,,623,4,,,,,,,,,,,,,,,,,,,27,2,240,7,,,,,152,6,,,,,,,,,400,7,,,,,,,21,1,,,36,2,,,,,,,,,,,2142,5
4,5,2397,41031,20,3,10,2,,,7,2,,,1281,3,,,,,,,11,5,,,,,151,2,,,7,3,,,,,8,5,495,1,,,,,19,5,,,17,3,15,3,,,74,7,,,3,2,9,2,270,6,,,8,5,466,1,3967,4,,,,,,,498,2,,,15617,4,9,8,2606,6,16,11,7,7,3039,2,187,8,,,,,1496,9,,,,,8,2,,,,,,,,,13,2,,,,,,,1036,2,,,10,2,180,6,,,,,265,6,102,2,,,9,3,34,12,,,,,7,3,22,3,1226,6,2242,7,,,,,,,87,2,12,2,,,42,28,15,2,,,,,21,2,,,,,8,2,6,3,61,5,43,5,,,,,,,66,1,6,6,,,,,16,9,,,,,,,,,,,,,628,10,11,8,126,6,,,,,,,5,5,,,,,,,5,3,,,,,552,11,1,2,,,669,8,,,,,,,1359,10,,,,,,,,,,,7,4,,,,,51,4,,,78,8,22,11,,,,,92,6,,,,,411,5,18,3,,,22,4,,,,,,,77,8,,,,,9,4,382,5,,,,,78,10,26,3,,,,,8,2,79,14,11,1,,,,,5,4,,,2,10,,,,,,,11,3,,,436,21
5,6,2093,34204,,,,,,,,,,,73,16,,,,,,,,,,,,,16,4,,,,,,,,,,,46,13,,,,,10,6,11,1,,,,,,,55,9,8,2,,,,,115,20,,,,,84,11,1354,23,,,,,,,,,,,14822,6,7,13,1715,12,,,,,65,14,136,17,,,,,916,17,,,,,,,,,11,2,,,,,,,,,3,2,,,119,15,15,7,,,42,12,,,,,86,19,6,8,,,,,107,10,,,,,,,,,694,16,5537,1,,,12,2,4,5,,,6,3,,,199,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,6,,,,,,,,,,,,,355,18,,,41,20,,,,,,,,,,,,,,,,,,,,,384,19,,,,,635,9,,,,,,,1322,11,,,,,9,2,,,,,,,,,,,,,,,61,11,14,14,,,,,,,8,1,,,130,17,,,7,2,,,,,,,,,359,5,,,,,,,99,12,,,,,63,12,,,,,,,,,659,5,,,,,,,,,,,9,3,,,,,,,,,5,1,3715,1
6,7,2162,27194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,20,24,,,,,,,144,13,,,,,18,32,1769,16,,,,,,,,,,,15290,5,,,910,23,,,,,,,120,22,,,,,990,15,,,,,6,4,,,,,,,,,,,,,,,,,33,41,,,,,,,,,,,168,9,,,,,,,8,20,,,,,,,6,8,555,18,327,29,,,,,,,5,4,,,,,58,20,,,,,,,,,,,,,,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,40,6,12,,,,,,,,,,,,,,,,,,,,,,,671,8,,,,,277,17,,,,,11,13,3908,5,,,,,,,,,,,,,,,,,5,10,,,,,4,18,,,,,13,16,,,,,191,11,,,,,,,,,,,,,,,,,,,,,64,16,,,,,86,9,,,,,,,,,137,11,,,,,,,,,,,,,,,,,,,,,,,1255,8
7,8,463,25244,14,6,7,3,,,,,,,,,,,,,,,,,,,,,8,6,,,,,,,,,,,37,14,,,,,,,,,4,8,,,,,39,12,,,,,,,213,9,,,,,68,13,1908,14,,,,,,,,,,,13031,7,3,28,936,22,15,12,3,13,15,20,102,26,,,,,1083,12,,,,,,,,,,,,,,,,,,,,,,,101,20,,,,,35,14,,,,,70,21,,,,,,,22,15,,,,,,,,,926,9,2805,5,,,,,,,,,,,,,54,21,,,,,,,3,10,,,,,,,,,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,19,4,16,44,19,,,,,,,,,,,,,,,,,,,,,418,15,,,,,723,7,,,,,,,1111,14,,,,,,,,,,,,,,,,,,,,,,,21,12,,,,,6,19,,,,,159,15,,,,,,,,,,,,,73,9,,,,,,,58,17,,,,,49,15,,,,,,,,,28,18,,,,,,,,,,,,,,,,,,,,,,,695,12
8,9,2181,23932,,,,,,,,,,,110,13,,,,,,,,,,,,,,,,,12,2,,,,,,,252,4,,,,,,,,,,,,,,,72,8,,,,,,,130,16,,,,,266,3,1822,15,,,,,,,233,5,,,6639,19,26,2,1743,11,120,2,9,6,,,148,15,,,,,1068,14,,,,,,,,,,,,,,,,,,,,,,,263,8,,,,,87,10,,,,,234,7,,,,,,,397,6,,,,,,,22,2,909,10,1541,11,,,,,,,65,3,,,,,42,26,,,,,,,,,,,,,,,10,2,27,10,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,9,14,6,161,5,,,,,,,,,,,,,,,,,,,,,1369,5,,,,,427,14,,,,,150,6,1936,9,,,,,,,,,,,8,3,,,,,11,7,,,71,9,23,10,,,,,43,12,7,2,,,757,2,,,,,,,,,,,,,133,6,,,,,,,244,6,,,,,144,7,29,2,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,1460,7
9,10,2243,20925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,15,,,,,,,,,,,,,,,16,29,,,,,,,,,,,,,,,4517,2,,,,,,,,,,,7313,14,,,,,,,,,,,,,,,,,1623,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,8,,,,,146,11,,,,,,,,,,,,,,,,,693,17,1125,13,,,,,,,,,,,,,34,32,,,,,,,,,,,,,,,,,56,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115,2,,,,,,,,,,,2,7,,,,,,,,,,,,,1433,4,,,,,936,6,,,,,56,10,769,16,,,,,,,,,,,5,6,,,,,,,,,,,125,3,,,,,528,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,28
