,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,121194,156,1,53,1,58,1,43,1,33,1,3232,1,43,1,44,1,44,1,53,2,45,1,372,1,52,1,57,1,44,1,,,62,1,628,1,113,1,313,1,644,1,82,1,39,1,268,1,46,1,222,1,36,1,34,1,59,1,802,2,38,1,49,1,403,2,7327,1,39,1,39,1,50,1,498,3,36,1,34677,1,93,1,14592,1,454,1,56,1,1986,3,1355,2,48,1,51,1,4033,2,,,43,1,57,1,46,1,41,1,34,1,50,1,60,1,144,1,54,1,,,1856,1,1417,1,140,1,480,2,42,1,47,1,1031,1,244,1,,,51,1,2333,2,34,1,41,1,39,1,93,1,3737,2,3725,6,38,1,37,1,43,1,478,1,285,1,171,1,326,2,36,1,,,51,1,90,1,53,1,42,1,31,1,43,1,365,1,208,1,36,1,54,1,37,1,113,1,171,1,91,1,788,1,429,2,64,1,72,1,47,1,48,1,59,1,31,1,1126,3,43,1,431,2,35,1,,,44,1,43,2,54,1,42,1,35,1,49,1,,,33,1,2772,2,44,1,42,1,4794,2,51,1,52,1,462,1,6201,2,52,1,42,1,43,1,34,1,47,1,47,1,54,1,37,1,131,3,144,1,367,1,189,1,,,228,1,312,3,,,44,1,1028,1,56,2,,,221,1,,,322,1,5,1,530,2,32,1,50,1,143,1,1015,2,48,1,,,379,3,99,1,314,1,60,1,40,1,1978,1,,,40,1,,,39,1,,,64,1,38,1,34,1,47,1,39,1,,,2772,7
1,2,2223,89959,,,,,,,,,,,1939,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,6,,,,,,,886,1,,,,,177,5,2491,11,,,,,,,,,,,23422,2,,,5843,2,,,,,3890,1,3016,1,,,,,3878,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,2,,,,,168,9,,,,,,,,,6821,1,4240,2,,,,,14,5,,,,,,,,,,,,,,,,,,,,,,,,,149,3,,,,,,,,,,,24,5,,,,,161,3,,,,,,,,,,,,,737,8,,,493,1,,,,,,,,,,,,,,,,,,,,,4262,1,,,,,12389,1,,,,,,,2876,6,,,,,,,,,,,,,,,,,,,24,3,,,141,2,,,,,108,6,,,,,348,9,,,,,,,,,,,,,280,4,,,,,,,4640,1,,,,,400,2,,,,,,,,,1522,2,,,,,,,,,,,9,9,,,,,,,,,,,4436,2
2,3,1406,55286,55,2,,,,,,,,,12,25,,,,,,,37,3,,,77,3,,,,,,,,,,,233,5,,,,,,,,,,,,,,,45,9,,,,,,,209,12,,,20,3,270,3,3028,9,,,,,,,438,4,,,21814,3,23,2,3731,4,64,5,13,2,471,6,1142,3,,,,,3044,4,88,1,,,,,21,2,,,,,,,,,,,,,,,771,4,,,,,419,3,,,,,226,9,85,4,,,21,3,4086,1,,,,,,,23,3,1356,6,2819,9,,,21,3,18,3,,,,,,,70,13,,,,,,,16,4,,,,,,,,,69,5,42,7,,,,,,,,,,,,,,,119,4,,,,,,,,,,,,,1448,1,24,4,305,3,,,,,,,61,1,,,,,,,,,,,,,556,13,,,,,652,11,,,,,118,7,3518,5,,,,,,,,,,,17,4,15,2,,,588,1,,,52,11,47,7,,,,,217,4,,,,,694,4,,,,,,,,,,,,,,,,,,,,,241,7,,,,,172,7,21,4,,,,,,,268,8,,,,,,,17,3,,,16,4,,,,,,,19,2,,,1224,11
3,4,10816,48027,,,,,,,,,,,446,7,,,,,,,76,1,,,,,,,,,35,2,,,35,2,142,8,,,,,,,,,,,32,2,,,84,4,,,,,,,357,6,,,,,164,6,3995,5,,,,,,,85,7,,,11813,7,,,5602,3,68,4,,,590,5,490,6,,,,,2115,7,,,,,,,,,,,,,,,,,,,,,,,324,6,65,5,,,158,7,,,,,431,4,,,,,,,674,3,,,,,,,,,1947,4,2389,11,,,,,,,,,,,34,2,180,5,,,,,,,,,,,,,,,,,,,81,3,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,,822,7,29,2,270,4,,,32,1,,,,,,,,,,,,,,,,,1596,3,,,,,2650,3,,,,,199,4,3642,4,,,,,,,,,,,,,,,,,40,5,,,114,4,,,,,,,95,7,,,,,489,7,,,,,,,,,,,,,,,,,,,26,2,212,9,,,,,217,6,,,,,,,,,399,6,,,,,,,30,2,,,36,2,,,,,,,,,,,4687,1
4,5,2397,46315,20,3,24,2,,,21,2,,,1551,3,,,,,,,30,5,,,210,2,,,17,2,,,,,18,3,422,2,,,,,40,4,,,21,2,21,3,,,70,5,,,19,2,27,2,325,7,,,25,2,437,1,4268,3,,,,,,,529,2,,,15734,4,17,5,3166,6,36,7,13,3,3327,2,288,9,,,,,1484,10,,,,,17,2,,,,,,,,,27,2,,,,,,,1075,2,,,21,2,176,6,,,,,312,6,117,3,,,23,2,24,15,,,,,17,2,41,2,1056,8,4071,5,,,,,,,117,2,50,2,,,60,16,24,2,,,,,29,2,,,,,14,3,16,3,77,4,57,4,,,,,,,91,2,18,6,,,,,22,9,,,,,,,,,,,,,541,12,27,3,232,5,,,,,,,20,3,,,,,,,21,2,,,,,595,10,16,2,,,953,6,,,,,,,1583,9,,,,,,,,,,,23,2,,,,,81,4,,,82,8,50,6,,,,,154,5,,,,,679,5,28,3,,,34,4,,,,,,,75,8,,,,,16,4,457,5,,,,,118,9,32,2,,,,,24,2,90,13,30,1,,,,,16,4,,,15,5,,,,,,,19,3,,,592,16
5,6,2093,37101,,,,,,,,,,,102,15,,,,,,,,,,,19,4,,,,,,,,,,,48,10,,,,,31,5,21,2,,,,,,,45,10,16,2,,,,,132,17,,,,,61,16,1359,22,,,,,,,,,,,14382,5,10,9,1624,16,,,,,70,14,153,21,,,,,1009,17,,,,,,,,,16,2,,,,,,,,,14,2,,,95,24,14,7,,,63,11,,,,,119,15,18,6,,,,,128,10,,,,,,,,,590,17,8836,1,,,25,2,12,6,,,11,4,,,159,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,6,,,,,,,,,,,,,377,18,,,63,11,,,,,,,,,,,,,,,,,,,,,427,18,,,,,774,8,,,,,,,1294,12,,,,,21,2,,,,,,,,,,,,,,,49,12,31,10,,,,,,,23,2,,,225,11,,,11,2,,,,,,,,,376,3,,,,,,,105,14,,,,,50,18,,,,,,,,,550,3,,,,,,,,,,,18,3,,,,,,,,,13,1,3470,3
6,7,2162,26944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,,,,,15,32,,,,,,,200,13,,,,,42,22,1726,17,,,,,,,,,,,13932,6,,,933,24,,,,,,,136,28,,,,,1179,14,,,,,7,4,,,,,,,,,,,,,,,,,21,47,,,,,,,,,,,157,13,,,,,,,6,19,,,,,,,13,8,607,16,282,37,,,,,,,7,4,,,,,70,14,,,,,,,,,,,,,,,,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,45,9,13,,,,,,,,,,,,,,,,,,,,,,,557,11,,,,,254,19,,,,,13,13,4707,3,,,,,,,,,,,,,,,,,10,7,,,,,12,16,,,,,16,17,,,,,144,16,,,,,,,,,,,,,,,,,,,,,55,20,,,,,167,8,,,,,,,,,60,14,,,,,,,,,,,,,,,,,,,,,,,1435,9
7,8,2243,25571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,11,,,,,,,,,,,,,,,7,59,,,,,,,,,,,,,,,5136,2,,,,,,,,,,,8110,16,,,,,,,,,,,,,,,,,1647,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,9,,,,,161,12,,,,,,,,,,,,,,,,,866,11,4232,3,,,,,,,,,,,,,16,44,,,,,,,,,,,,,,,,,53,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,4,,,,,,,,,,,5,7,,,,,,,,,,,,,1422,4,,,,,773,9,,,,,44,9,926,14,,,,,,,,,,,15,5,,,,,,,,,,,118,3,,,,,597,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,28
8,9,2181,24323,,,,,,,,,,,151,11,,,,,,,,,,,,,,,16,3,,,,,,,269,4,,,,,,,,,,,,,,,37,14,,,,,,,193,14,,,,,126,9,1465,21,,,,,,,218,5,,,7195,18,18,4,2073,10,93,3,7,8,,,350,7,,,,,1105,16,,,,,,,,,,,,,,,,,,,,,,,243,9,,,,,84,10,,,,,254,7,,,,,,,314,5,,,,,,,22,4,1597,5,892,20,,,,,,,93,3,,,,,33,25,,,,,,,,,,,,,,,18,2,51,8,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,13,14,7,109,7,,,,,,,,,,,,,,,,,,,,,1115,5,,,,,368,15,,,,,143,6,2149,8,,,,,,,,,,,18,3,,,,,28,6,,,70,9,28,11,,,,,72,8,109,1,,,789,2,,,,,,,,,,,,,120,6,,,,,,,204,10,,,,,239,4,24,3,,,,,,,,,,,,,,,,,,,10,7,,,,,,,,,,,1254,10
9,10,463,23682,16,4,8,3,,,,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,24,16,,,,,,,,,16,4,,,,,29,18,,,,,,,216,11,,,,,62,15,2198,13,,,,,,,,,,,11401,8,5,22,1091,22,18,15,4,12,22,19,137,27,,,,,1124,15,,,,,,,,,,,,,,,,,,,,,,,117,19,,,,,31,14,,,,,75,22,,,,,,,42,13,,,,,,,,,729,13,2402,10,,,,,,,,,,,,,40,20,,,,,,,6,8,,,,,,,,,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,19,10,12,58,14,,,,,,,,,,,,,,,,,,,,,344,19,,,,,767,10,,,,,,,1053,13,,,,,,,,,,,,,,,,,,,,,,,12,15,,,,,32,14,,,,,115,22,,,,,,,,,,,,,72,9,,,,,,,87,16,,,,,67,10,,,,,,,,,42,17,,,,,,,,,,,,,,,,,,,,,,,842,13
