,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,105264,162,1,45,1,30,1,37,1,46,1,2589,1,29,1,41,1,32,1,254,1,30,1,37,1,92,1,449,2,39,1,97,1,272,1,47,1,77,2,165,1,26,1,184,1,36,1,29,1,42,1,614,2,33,1,46,1,451,1,5283,3,30,1,31,1,457,3,,,33103,2,49,1,12835,1,298,1,43,1,1579,2,893,1,38,1,3659,2,,,33,1,32,1,48,1,35,1,33,1,54,1,238,1,28,1,1341,1,1613,1,41,1,332,3,29,1,27,1,1255,1,136,1,39,1,2476,1,32,1,49,1,44,1,109,1,3659,3,3298,2,26,1,28,1,37,2,156,1,123,1,101,1,354,3,32,1,,,36,1,62,1,50,1,34,1,29,1,216,3,159,1,33,1,,,69,1,81,1,77,1,733,1,127,2,26,1,30,1,31,1,40,1,33,1,25,1,1063,4,49,1,431,1,,,27,1,42,2,32,1,26,1,31,1,,,1903,2,24,1,21,1,3143,2,32,1,300,2,6217,3,29,1,30,1,31,1,33,1,31,1,32,1,144,2,37,1,351,1,122,2,,,226,1,218,3,,,41,3,1239,1,47,2,,,165,1,,,89,1,1,1,688,1,42,1,218,1,1836,2,35,1,,,201,3,87,1,165,1,46,1,29,1,1312,1,,,36,1,,,31,1,,,43,1,33,1,30,1,29,1,,,2138,3
1,2,2223,58836,,,,,,,,,,,964,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15,,,,,,,661,1,,,,,,,1732,14,,,,,,,,,13228,6,,,5683,2,,,,,,,757,2,,,3168,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,,,61,10,,,,,,,,,11947,1,2368,5,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,476,1,,,,,,,,,7,7,,,,,45,6,,,,,,,,,,,,,688,7,,,300,2,,,,,,,,,,,,,,,2810,1,,,,,4356,1,,,,,4313,4,,,,,,,,,,,,,,,26,2,,,137,1,,,,,68,5,,,,,174,9,,,,,,,,,,,,,273,3,,,,,1790,3,,,,,246,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504,1
2,3,1406,58388,55,2,,,,,,,,,24,13,,,,,,,,,,,,,,,217,4,,,,,,,,,,,,,,,37,8,,,,,,,95,14,,,20,2,228,2,2264,12,,,,,437,4,,,36505,1,21,4,2682,5,26,6,20,2,266,5,2,147,,,1778,7,37,1,,,,,12,3,,,,,,,,,,,442,4,,,,,335,2,,,,,213,9,29,4,11,3,1099,2,,,,,,,12,4,1792,5,2013,9,,,12,3,19,4,,,,,,,,,,,,,,,15,4,,,,,,,59,5,,,,,,,,,,,,,,,30,8,,,,,,,,,,,,,1772,1,17,4,200,3,,,,,44,1,,,,,,,,,451,12,,,,,278,15,,,71,8,2038,7,,,,,,,8,5,10,3,,,362,1,,,41,11,23,8,,,,,289,2,,,,,399,4,,,,,,,,,,,,,,,,,,,184,9,,,,,84,6,,,,,,,,,165,5,,,,,,,13,4,,,,,,,,,8,3,,,1124,6
3,4,29351,44341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2694,8,,,,,,,,,5016,22,,,143,51,151,2,,,,,104,18,,,173,67,,,,,,,,,,,,,,,,,,,196,8,,,,,,,,,,,32,28,13,7,,,,,,,,,,,,,,,94,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,2,136,2,,,,,,,,,,,,,,,,,,,,,,,,,,,112,35,,,,,,,,,,,,,,,,,,,532,10,,,,,,,,,,,31852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,41,,,,,,,,,,,,,,,,,,,,,,,,,2392,1,,,,,,,,,287,4,,,,,,,,,,,,,,,,,,,,,,
4,5,10816,38956,,,,,,,,,,,466,4,,,,,,,,,,,,,21,3,155,6,,,,,,,,,,,18,3,,,51,6,,,,,,,236,8,,,,,178,5,2399,11,,,,,52,7,,,15581,4,,,3098,4,59,4,,,331,3,17,60,,,2346,5,,,,,,,,,,,,,,,,,,,358,6,20,6,,,105,7,,,,,281,4,,,,,138,8,,,,,,,,,2593,4,2573,4,,,,,,,,,,,13,3,165,7,,,,,,,,,,,,,,,,,37,4,,,,,,,,,,,,,,,,,,,,,,,16,2,,,694,6,14,6,158,6,16,1,,,,,,,,,,,,,956,4,,,,,716,5,,,72,6,3489,5,,,,,,,,,,,,,61,3,,,61,8,,,,,,,,,,,,,413,3,,,,,,,,,16,3,,,,,,,21,2,668,7,,,,,116,5,,,,,,,,,133,6,,,,,,,17,3,,,,,,,,,,,,,28,82
5,6,2397,37757,24,3,16,3,,,15,2,,,492,3,,,,,17,2,113,2,,,,,22,2,794,1,,,,,,,,,93,1,34,2,,,54,5,,,15,2,17,2,263,6,,,17,4,198,3,5469,1,,,,,551,2,,,12889,7,29,2,1983,7,21,7,20,3,2349,1,214,6,,,1840,6,,,,,16,2,,,,,,,22,2,,,,,853,2,,,15,2,160,6,,,,,273,5,28,6,18,2,50,11,,,,,16,2,19,3,1007,6,1488,10,,,,,,,51,2,23,2,,,43,16,16,2,,,,,20,3,,,,,17,2,77,4,50,3,,,,,37,2,14,4,,,,,41,7,,,,,,,,,,,,,354,13,14,5,195,4,,,,,17,3,,,,,9,2,,,709,6,16,2,,,830,3,,,,,1311,12,,,,,,,16,2,,,,,47,4,,,73,7,53,6,,,,,92,4,,,,,328,6,17,3,,,17,7,,,,,,,64,8,,,18,3,1191,6,,,,,,,17,2,,,,,19,2,75,7,13,1,,,,,18,2,,,,,,,,,13,2,,,328,16
6,7,2181,27129,,,,,,,,,,,,,,,,,,,,,14,2,,,,,252,3,,,,,,,,,,,,,,,26,11,,,,,,,119,10,,,,,185,4,4042,5,,,,,191,5,,,7116,16,7,17,1542,11,92,3,10,7,,,531,3,,,1242,10,,,,,,,,,,,,,,,,,,,202,7,,,,,66,11,,,,,226,8,,,,,540,4,,,,,,,10,5,93,70,1024,11,,,,,,,27,3,,,,,21,32,,,,,,,,,,,,,,,55,6,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,540,11,13,7,158,5,,,,,,,,,,,,,,,1168,3,,,,,390,11,,,650,1,2309,6,,,,,,,7,6,,,,,27,6,,,94,3,23,9,,,,,,,12,2,,,1067,2,,,,,,,,,,,,,381,2,,,,,1197,5,,,,,136,4,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283,5
7,8,2093,26399,,,,,,,,,,,49,11,,,,,,,12,4,,,,,,,48,10,,,,,12,4,11,2,,,,,,,35,9,13,2,,,,,100,12,,,,,43,17,822,27,,,,,,,,,10078,8,14,5,1093,15,,,,,46,10,69,25,,,767,19,,,,,,,,,14,2,,,,,,,,,78,19,9,7,,,42,13,,,,,85,21,,,,,80,9,,,,,,,,,667,15,6816,1,,,14,2,,,,,,,,,174,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3,,,,,,,,,,,,,210,19,,,51,15,,,,,,,,,,,,,,,263,17,,,,,310,13,,,,,1406,11,,,,,9,2,,,,,,,,,,,29,12,16,12,,,,,,,27,1,,,99,18,,,22,1,,,,,,,,,204,5,,,,,89,17,,,,,40,12,,,,,,,,,300,3,,,,,,,,,,,38,2,,,,,,,12,1,2014,4
8,9,463,25070,,,16,2,,,,,,,,,,,,,,,,,,,,,,,40,12,,,,,,,,,7,6,,,,,17,20,,,,,,,290,5,,,,,57,13,1956,13,,,,,,,,,14304,5,13,6,,,15,9,10,6,,,147,9,,,,,,,,,,,,,,,,,,,,,,,93,14,,,,,25,14,,,,,73,23,,,,,41,13,,,,,,,,,977,7,2287,6,,,,,,,,,,,,,41,17,,,,,,,5,7,,,,,,,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,14,9,10,47,16,,,,,,,,,,,,,,,601,7,,,,,757,4,,,,,1729,9,,,,,,,,,,,,,,,,,,,13,14,,,,,24,8,,,,,156,11,,,,,,,,,,,,,37,10,,,,,74,19,,,,,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,8
9,10,2162,24184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,,,,,14,27,,,,,,,252,7,,,,,13,38,1294,18,,,,,,,,,10027,9,,,1,131,,,,,,,89,20,,,850,16,,,,,8,3,,,,,,,,,,,,,30,31,,,,,,,,,,,251,7,,,,,,,,,,,,,5,8,727,12,6,99,,,,,,,11,4,,,,,137,8,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,39,10,8,,,,,,,,,,,,,,,,,829,5,,,,,155,20,,,10,12,8552,2,,,,,,,,,,,,,12,8,,,,,9,16,,,,,,,,,,,86,22,,,,,,,,,,,,,,,,,,,72,20,,,,,73,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,10
