bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,104144,1,242,1,105,1,94,1,96,1,87,1,2395,1,77,1,82,1,95,1,273,1,108,1,80,1,199,1,,,98,1,475,1,223,1,193,1,403,1,100,1,84,1,401,1,75,1,235,1,85,1,75,1,108,1,667,2,91,1,96,1,457,1,4751,2,86,1,109,1,455,4,84,1,27459,1,134,1,12216,1,466,1,93,1,1773,3,1137,3,109,1,3380,3,,,83,1,82,1,86,1,92,1,76,1,117,1,144,1,80,1,,,1789,1,2053,1,118,1,419,2,84,1,78,1,1083,1,202,1,,,83,1,1300,2,88,1,83,1,89,1,111,1,3337,2,2748,2,81,1,88,1,83,1,373,1,249,1,105,1,367,3,83,1,,,81,1,85,1,79,1,83,1,98,1,88,1,331,3,220,1,81,1,80,1,5,2,135,1,174,1,141,1,478,1,215,2,84,1,87,1,77,1,88,1,93,1,73,1,921,5,99,1,356,2,88,1,,,75,1,90,1,74,1,76,1,77,1,75,1,,,89,1,2116,2,81,1,78,1,3578,2,80,1,81,1,396,1,5400,2,88,1,89,1,89,1,90,1,83,1,78,1,68,1,70,1,177,2,122,1,398,1,242,1,,,224,1,333,3,,,75,1,1038,2,110,1,,,234,1,,,162,1,1,1,753,1,94,1,211,1,508,2,61,1,,,316,3,102,1,300,1,128,1,78,1,2200,1,,,22,1,,,78,1,,,89,2,83,1,84,1,74,1,90,1,,,2491,5
2223,70592,2,,,,,,,,,,,652,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,,,,,,,1335,1,,,,,208,3,2412,12,,,,,,,,,12592,4,,,5234,2,,,,,2723,1,3556,1,,,3740,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2,,,,,222,6,,,,,,,,,11520,1,2178,6,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,521,1,,,,,,,,,,,17,4,,,,,49,6,,,,,,,,,,,,,634,9,,,902,1,,,,,,,,,,,,,,,,,,,,,4764,1,,,,,7668,1,,,,,,,2609,6,,,,,,,,,,,,,,,,,,,9,3,,,225,2,,,,,114,6,,,,,315,9,,,,,,,,,,,,,386,3,,,,,2752,1,,,,,478,2,,,,,,,,,796,2,,,,,,,,,,,10,7,,,,,,,,,,,1851,8
1406,44714,3,33,2,,,,,,,,,24,17,,,,,23,3,57,3,,,,,,,,,,,341,2,,,,,,,,,,,,,,,48,5,,,,,,,182,10,,,5,7,166,5,2506,11,,,,,458,3,,,18665,2,7,17,3326,3,44,6,13,2,285,6,1250,2,,,2207,4,33,1,,,,,20,2,,,,,,,,,,,,,722,3,,,,,402,3,,,,,180,10,46,4,,,17,2,2628,1,,,,,,,21,4,1425,4,2247,5,,,22,2,21,2,,,,,,,,,,,,,,,6,5,,,,,,,,,83,4,30,7,,,,,,,,,,,,,,,51,4,,,,,,,,,,,,,1052,3,12,3,320,3,,,,,,,,,,,,,,,,,,,,,460,14,,,,,583,9,,,,,93,7,1793,9,,,,,,,,,,,15,2,17,2,,,366,1,,,55,10,62,5,,,,,262,4,,,,,763,4,,,,,,,,,,,,,,,,,,,138,5,,,,,87,9,13,4,,,,,,,182,8,,,,,,,16,3,,,16,3,,,,,,,21,2,,,794,13
10816,36604,4,,,,,,,,,,,329,5,,,,,17,4,,,,,,,15,2,,,14,3,150,6,,,,,,,,,,,15,3,,,41,8,,,,,,,329,5,,,,,128,6,3292,7,,,,,76,7,,,10416,7,,,2947,4,56,5,,,491,5,469,6,,,2122,5,,,,,,,,,,,,,,,,,,,,,410,6,40,6,,,129,8,,,,,454,3,,,,,,,295,4,,,,,,,,,1420,5,1854,8,,,,,,,,,,,12,2,319,4,,,,,,,,,,,,,,,,,,,47,3,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,554,11,10,6,178,5,,,11,1,,,,,,,,,,,,,,,,,1335,3,,,,,1395,3,,,,,155,2,3601,5,,,,,,,,,,,,,,,,,22,6,,,168,4,,,,,,,42,9,,,,,587,5,,,,,,,,,7,3,,,,,,,17,3,53,10,,,,,151,6,,,,,,,,,189,7,,,,,,,14,4,,,14,4,,,,,,,,,,,2208,7
2397,32446,5,17,3,16,3,,,10,2,,,941,2,,,,,25,2,114,2,,,15,2,,,,,10,4,292,3,,,,,23,4,,,21,2,27,2,,,37,9,,,9,2,24,2,241,8,,,16,2,403,2,4001,4,,,,,485,2,,,10571,6,17,2,1722,8,22,10,10,4,2277,2,288,9,,,1330,8,,,,,13,2,,,,,,,20,2,,,,,,,750,2,,,16,2,187,5,,,,,270,5,64,3,,,16,3,31,13,,,,,6,4,24,2,731,11,1407,9,,,,,,,59,2,25,2,,,29,26,27,2,,,,,8,3,,,,,13,2,16,2,52,7,43,4,,,,,,,75,2,14,5,,,,,6,10,,,,,,,,,,,,,491,14,11,4,229,4,,,,,,,14,2,,,,,,,12,2,,,,,472,12,13,2,,,983,4,,,,,,,1446,10,,,,,,,,,,,11,3,,,,,58,4,,,73,6,42,8,,,,,119,5,,,,,509,6,14,3,,,27,5,,,,,,,57,10,,,18,2,244,3,,,,,90,8,20,2,,,,,18,2,97,11,29,1,,,,,21,2,,,12,6,,,,,,,14,3,,,436,17
463,27490,6,,,21,2,,,,,,,,,,,,,,,9,5,,,,,,,,,,,37,11,,,,,,,,,8,4,,,,,32,10,,,,,,,248,6,,,,,72,13,2171,13,,,,,,,,,13752,3,16,3,1284,14,34,8,7,7,16,21,128,26,,,1058,13,,,,,,,,,,,,,,,,,,,,,106,16,,,,,42,13,,,,,84,17,,,,,,,49,12,,,,,,,,,980,7,2343,4,,,,,,,,,,,,,59,10,,,,,,,8,2,,,,,,,,,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,17,13,2,61,13,,,,,,,,,,,,,,,,,,,,,380,17,,,,,940,5,,,,,,,1355,11,,,,,,,,,,,,,,,,,,,,,,,15,13,,,,,84,7,,,,,159,16,,,,,,,,,,,,,80,7,,,,,24,20,,,,,40,16,,,,,,,,,46,12,,,,,,,,,,,,,,,,,,,,,,,1347,9
2093,26259,7,,,,,,,,,,,60,11,,,,,,,10,4,,,,,,,,,,,24,14,,,,,30,3,13,2,,,,,,,19,18,12,2,,,,,55,24,,,,,46,19,913,25,,,,,,,,,11715,5,9,13,1017,19,,,,,50,16,143,24,,,769,16,,,,,,,,,12,2,,,,,,,11,2,,,91,19,24,7,,,28,14,,,,,73,18,7,7,,,,,92,11,,,,,,,,,418,19,4484,1,,,15,3,15,3,,,,,,,179,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,,,,,,,,,,,,,363,16,,,41,20,,,,,,,,,,,,,,,,,,,,,302,20,,,,,405,13,,,,,,,1161,13,,,,,13,2,,,,,,,,,,,,,,,35,12,25,9,,,,,,,17,2,,,175,14,,,16,1,,,,,,,,,268,5,,,,,32,14,,,,,47,14,,,,,,,,,453,5,,,,,,,,,,,12,5,,,,,,,,,6,1,2504,4
2181,22111,8,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,234,4,,,,,,,,,,,,,,,21,16,,,,,,,126,13,,,,,104,8,1623,16,,,,,211,5,,,6570,14,9,14,1116,17,66,4,4,9,,,266,10,,,1101,10,,,,,,,,,,,,,,,,,,,,,230,7,,,,,89,10,,,,,215,8,,,,,,,182,7,,,,,,,17,5,893,8,1110,12,,,,,,,38,3,,,,,43,17,,,,,,,,,,,,,,,8,4,31,9,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,13,9,7,130,7,,,,,,,,,,,,,,,,,,,,,1192,4,,,,,309,19,,,,,115,5,2169,8,,,,,,,,,,,7,4,,,,,24,5,,,64,8,42,7,,,,,36,10,42,1,,,1667,1,,,,,,,,,,,,,205,6,,,,,84,8,,,,,197,5,16,3,,,,,,,,,,,,,,,,,,,9,8,,,,,,,,,,,919,12
29351,20578,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,137,12,,,,,,,4087,3,,,,,,,,,3047,28,,,167,49,100,2,,,,,197,18,,,295,45,,,,,,,,,,,,,,,,,,,,,225,8,,,,,,,,,,,44,27,16,5,,,,,,,,,,,,,,,,,115,49,,,,,,,,,,,,,19,43,,,,,,,,,,,,,,,,,427,2,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,30,,,,,,,,,,,,,,,,,,,,,,,,,755,8,,,,,,,,,,,,,9280,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,34,,,,,,,,,,,,,,,,,,,,,,,,,806,1,,,,,,,,,468,4,,,,,,,,,,,,,,,,,,,,,,,78,37
2162,20305,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,7,40,,,,,,,112,15,,,,,34,23,1215,20,,,,,,,,,10388,8,,,614,27,,,,,,,81,28,,,767,17,,,,,7,3,,,,,,,,,,,,,,,25,34,,,,,,,,,,,230,7,,,,,,,12,17,,,,,,,6,9,425,18,5,111,,,,,,,10,4,,,,,72,9,,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,40,4,15,,,,,,,,,,,,,,,,,,,,,,,451,15,,,,,167,23,,,,,18,10,4340,3,,,,,,,,,,,,,,,,,7,7,,,,,11,14,,,,,19,12,,,,,101,25,,,,,,,,,,,,,,,,,,,31,15,,,,,92,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,11
