,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,117658,221,1,57,1,26,1,31,1,32,1,3059,1,18,1,26,1,26,1,421,1,30,1,24,1,68,1,382,2,23,1,86,1,225,1,16,1,39,1,185,1,14,1,254,1,21,1,24,1,28,1,770,1,20,1,39,1,659,1,5492,1,29,1,19,1,547,1,,,27308,1,49,1,16320,1,632,1,61,1,1910,2,959,2,29,1,4773,1,,,20,1,35,1,21,1,17,1,16,1,49,1,166,1,17,1,1309,1,1279,1,22,1,303,1,13,1,13,1,764,1,266,1,27,1,2122,2,17,1,31,1,30,1,90,1,9855,2,5666,1,27,1,19,2,40,2,404,1,637,1,61,1,366,3,19,2,,,27,1,52,1,20,1,33,1,26,1,294,2,253,1,17,1,,,56,1,56,1,92,1,357,1,161,2,17,1,26,1,20,1,17,1,21,1,16,1,1143,3,29,1,534,1,,,17,1,19,1,16,1,20,1,17,1,25,1,,,2109,3,19,1,23,1,3673,1,28,1,321,1,8222,3,25,1,29,1,20,1,28,1,27,1,10,1,118,2,30,1,461,1,181,1,,,242,1,242,3,,,22,2,1245,2,21,1,,,153,1,,,70,1,1,1,624,1,43,1,94,1,3260,1,27,1,,,363,2,52,1,141,1,87,1,16,1,1097,1,,,19,1,,,35,1,,,24,1,25,1,17,1,27,1,,,2333,3
1,2,2223,44092,,,,,,,,,,,449,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,,,,,,,419,3,,,,,,,1335,16,,,,,,,,,12563,8,,,2864,2,,,,,1343,3,1117,1,,,2487,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,,,230,7,,,,,,,,,6095,3,1560,9,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,426,1,,,,,,,,,4,7,,,,,47,5,,,,,,,,,,,,,469,12,,,437,2,,,,,,,,,,,,,,,,,2325,1,,,,,2728,2,,,,,2054,7,,,,,,,,,,,,,,,7,3,,,168,2,,,,,63,5,,,,,184,12,,,,,,,,,,,,,354,2,,,,,1792,2,,,,,280,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230,4
2,3,1406,43349,51,2,,,,,,,,,15,16,,,,,,,,,,,,,,,193,6,,,,,,,,,,,,,,,50,6,,,,,,,131,11,,,6,3,242,3,2973,7,,,,,431,3,,,18755,2,22,2,2348,5,43,6,6,8,378,6,534,4,,,2950,5,42,1,,,,,4,3,,,,,,,,,,,387,6,,,,,218,3,,,,,141,12,23,4,4,3,2358,1,,,,,,,8,4,2097,5,1846,8,,,8,3,14,3,,,,,,,,,,,,,,,14,3,,,,,,,62,6,,,,,,,,,,,,,,,41,6,,,,,,,,,,,,,1308,2,5,10,247,4,,,,,,,,,,,,,,,,,437,11,,,,,370,11,,,53,8,1976,8,,,,,,,7,3,10,2,,,246,1,,,21,14,50,7,,,,,250,2,,,,,411,4,,,,,,,,,,,,,,,,,,,209,10,,,,,90,8,,,,,,,,,79,6,,,,,,,7,4,,,,,,,,,4,3,,,1174,6
3,4,2397,35834,16,3,17,2,,,12,2,,,590,2,,,,,10,2,85,2,11,2,,,8,3,395,1,,,,,20,3,,,38,2,47,2,,,139,2,,,11,2,13,2,295,6,,,9,2,415,2,3265,6,,,,,316,4,,,13864,4,15,4,2076,7,31,10,17,2,3083,1,180,11,,,1313,11,,,,,11,2,,,,,,,16,2,,,,,644,2,,,7,2,168,5,,,,,287,3,39,2,8,2,32,14,,,,,9,2,16,2,817,10,1554,10,,,,,,,27,3,14,2,,,30,24,20,1,,,,,15,2,,,,,8,2,73,5,44,4,,,,,32,2,9,4,,,,,12,8,,,,,,,,,,,,,401,15,6,8,255,3,,,,,8,2,,,,,,,6,2,,,664,8,13,2,,,675,6,,,,,1235,13,,,,,,,8,2,,,,,44,5,,,76,4,60,6,,,,,109,4,,,,,381,5,9,3,,,7,6,,,,,,,87,7,,,8,4,1024,4,,,,,,,15,3,,,,,7,2,73,7,21,1,,,,,12,2,,,,,,,,,12,2,,,435,12
4,5,10816,34510,,,,,,,,,,,366,4,,,,,,,,,,,7,2,9,2,228,3,,,,,,,,,,,10,3,,,31,11,,,,,,,390,4,,,,,203,4,2198,12,,,,,25,9,,,14720,3,,,2281,6,85,4,,,501,5,329,7,,,1772,8,,,,,,,,,,,,,,,,,,,312,7,34,6,,,106,8,,,,,179,5,,,,,206,9,,,,,,,,,1563,6,2322,6,,,,,,,,,,,8,3,145,6,,,,,,,,,,,,,,,,,37,5,,,,,,,,,,,,,,,,,,,,,,,6,2,,,707,8,9,5,142,7,12,1,,,,,,,,,,,,,,,812,7,,,,,463,10,,,115,5,2879,5,,,,,,,,,,,,,53,4,,,58,7,,,,,,,,,,,,,490,3,,,,,,,,,10,3,,,,,,,13,2,414,8,,,,,103,5,,,,,,,,,140,5,,,,,,,8,3,,,,,,,,,,,,,9,180
5,6,29351,32945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306,10,,,,,,,,,4248,23,,,179,46,257,2,,,,,106,22,,,115,74,,,,,,,,,,,,,,,,,,,188,9,,,,,,,,,,,29,29,11,5,,,,,,,,,,,,,,,96,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,3,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,102,42,,,,,,,,,,,,,,,,,,,,,483,10,,,,,,,,,,,22558,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,34,,,,,,,,,,,,,,,,,,,,,,,,,1483,1,,,,,,,,,350,4,,,,,,,,,,,,,,,,,,,,,,
6,7,2162,32571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,13,32,,,,,,,234,8,,,,,30,26,2379,9,,,,,,,,,13654,5,,,2,133,,,,,,,97,25,,,1128,14,,,,,2,3,,,,,,,,,,,,,17,38,,,,,,,,,,,222,4,,,,,,,,,,,,,8,5,663,14,10,106,,,,,,,3,4,,,,,101,8,,,,,,,,,,,,,,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,33,6,6,,,,,,,,,,,,,,,,,,,853,5,,,,,205,20,,,20,11,10949,2,,,,,,,,,,,,,3,9,,,,,3,18,,,,,,,,,,,116,19,,,,,,,,,,,,,,,,,,,86,14,,,,,97,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517,5
7,8,2093,28707,,,,,,,,,,,45,11,,,,,,,13,3,,,,,,,29,12,,,,,10,5,7,2,,,,,,,32,9,7,2,,,,,142,10,,,,,67,13,1045,21,,,,,,,,,13114,6,9,8,1209,17,,,,,42,14,64,28,,,727,21,,,,,,,,,8,2,,,,,,,6,2,415,5,11,7,,,44,13,,,,,85,20,7,6,,,83,11,,,,,,,,,634,16,4494,2,,,20,1,,,,,1,3,,,127,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,4,,,,,,,,,,,,,326,17,,,64,14,,,,,,,,,,,,,,,,,274,19,,,,,367,12,,,,,1451,11,,,,,7,2,,,,,,,,,,,29,11,13,12,,,,,,,11,1,,,201,10,,,5,2,,,,,,,,,285,3,,,,,60,18,,,,,37,13,,,,,,,,,388,3,,,,,,,,,,,14,2,,,,,,,8,1,2578,2
8,9,1294,27438,,,,,,,,,,,48,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,,,,,,,48,18,744,29,,,,,,,,,8270,12,4,25,815,21,,,,,,,134,17,,,4390,2,,,,,,,,,,,,,6,3,,,,,90,17,,,,,,,,,,,99,18,,,,,54,13,,,,,2,5,,,11027,1,,,,,,,,,,,,,,,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,,,419,14,,,53,18,,,,,2,6,,,,,,,,,,,38,53,,,,,,,,,,,586,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,17,,,,,,,,,,,,,,,,,,,34,27,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,15
9,10,2181,25310,,,,,,,,,,,,,,,,,,,,,9,3,,,,,206,4,,,,,,,,,,,,,,,23,19,,,,,,,115,12,,,,,151,5,1732,14,,,,,175,6,,,8675,11,7,13,1311,15,127,3,7,6,,,152,15,,,1445,10,,,,,,,,,,,,,,,,,,,197,8,,,,,69,10,,,,,172,6,,,,,281,6,,,,,,,9,3,72,82,1008,15,,,,,,,39,2,,,,,43,18,,,,,,,,,,,,,6,3,39,8,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,672,10,12,3,161,5,,,,,,,,,,,,,,,,,2253,2,,,,,311,13,,,171,2,1919,9,,,,,,,4,4,,,,,41,6,,,57,8,41,8,,,,,,,10,2,,,1662,1,,,,,,,,,,,,,112,6,,,,,581,6,,,,,128,4,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,7
