,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,132868,216,1,58,1,29,1,25,1,38,1,4041,1,34,1,37,1,29,1,462,1,25,1,36,1,39,1,556,2,41,1,80,1,246,1,23,1,51,1,247,1,29,1,247,1,32,1,25,1,33,1,801,1,20,1,43,1,703,1,6857,1,30,1,25,1,561,1,,,36018,1,60,1,16072,1,695,1,115,1,2043,2,1138,1,58,1,5437,2,,,26,1,27,1,27,1,25,1,22,1,106,1,255,1,18,1,1566,1,1702,1,29,1,475,1,26,1,42,1,925,2,1109,1,19,1,2110,1,30,1,25,1,24,1,92,1,4402,1,3893,2,25,1,28,1,46,2,578,1,624,1,94,1,471,3,24,1,,,41,1,63,1,31,1,31,1,22,1,404,2,345,1,26,1,,,116,1,80,1,111,1,972,1,138,2,22,1,17,1,24,1,35,1,33,1,32,1,1602,1,52,1,870,1,,,32,1,36,1,28,1,35,1,20,1,21,1,,,2928,1,20,1,20,1,2355,2,32,1,629,1,11667,2,25,1,21,1,23,1,25,1,36,1,27,1,140,3,70,1,475,1,258,1,,,456,1,344,3,,,24,2,1370,1,51,1,,,219,1,,,156,1,1,1,553,1,66,1,257,1,4450,1,22,1,,,322,2,70,1,224,1,84,1,23,1,1111,2,,,24,1,,,27,1,,,33,1,31,1,33,1,20,1,,,2687,4
1,2,1406,49409,37,2,,,,,,,,,29,13,,,,,,,,,,,,,,,401,3,,,,,,,,,,,,,,,57,5,,,,,,,216,9,,,15,2,268,3,3445,8,,,,,528,2,,,20671,2,18,3,3037,3,39,6,16,3,337,5,141,16,,,3113,4,53,1,,,,,15,2,,,,,,,,,,,317,4,,,,,373,3,,,,,207,12,57,2,8,3,1574,2,,,,,,,16,5,1525,5,2108,7,,,16,3,10,3,,,,,,,,,,,,,,,9,4,,,,,,,82,6,,,,,,,,,,,,,,,51,3,,,,,,,,,,,,,1194,2,10,4,211,5,,,,,1,8,,,,,,,,,,,693,10,,,,,285,15,,,79,6,3870,4,,,,,,,8,4,11,2,,,456,1,,,42,10,61,7,,,,,534,2,,,,,390,5,,,,,,,,,,,,,,,,,,,307,9,,,,,128,5,,,,,,,,,180,6,,,,,,,11,3,,,,,,,,,5,2,,,2144,6
2,3,2223,48586,,,,,,,,,,,785,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,,,,,,,526,3,,,,,,,1553,18,,,,,,,,,12320,9,,,4179,2,,,,,850,3,966,2,,,2064,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6,,,261,5,,,,,,,,,4261,2,1768,9,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,557,1,,,,,,,,,7,6,,,,,44,5,,,,,,,,,,,,,495,13,,,240,4,,,,,,,,,,,,,,,,,2697,2,,,,,2949,1,,,,,3021,7,,,,,,,,,,,,,,,12,2,,,173,2,,,,,93,5,,,,,166,14,,,,,,,,,,,,,320,2,,,,,3565,2,,,,,318,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4342,3
3,4,29351,45475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,13,,,,,,,,,5323,21,,,158,50,300,2,,,,,162,9,,,144,72,,,,,,,,,,,,,,,,,,,210,8,,,,,,,,,,,29,32,33,4,,,,,,,,,,,,,,,167,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,3,135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,98,45,,,,,,,,,,,,,,,,,,,,,711,9,,,,,,,,,,,32495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,40,,,,,,,,,,,,,,,,,,,,,,,,,2284,1,,,,,,,,,914,3,,,,,,,,,,,,,,,,,,,,,,
4,5,2397,42798,14,3,15,2,,,15,2,,,634,3,,,,,11,2,132,2,9,3,,,13,2,622,1,,,,,,,,,46,2,29,2,,,53,6,,,8,2,8,2,401,5,,,10,3,496,2,4243,4,,,,,311,4,,,16200,3,26,2,2311,7,34,7,23,2,2113,1,186,7,,,1887,6,,,,,6,2,,,,,,,23,2,,,,,604,2,,,8,2,202,5,,,,,392,4,54,3,17,2,60,11,,,,,10,2,15,7,980,8,1840,8,,,,,,,36,3,24,2,,,35,22,13,2,,,,,15,2,,,,,11,2,89,4,48,4,,,,,40,2,6,7,,,,,14,7,,,,,,,,,,,,,330,16,15,2,277,3,,,,,9,2,,,,,,,6,2,,,725,7,5,2,,,634,7,,,,,1429,14,,,,,,,12,2,,,,,36,6,,,61,9,68,6,,,,,95,4,,,,,490,4,14,3,,,12,6,,,,,,,55,8,,,11,3,3322,3,,,,,,,11,2,,,,,8,2,89,7,10,1,,,,,15,2,,,,,,,,,5,3,,,662,13
5,6,2093,42352,,,,,,,,,,,55,11,,,,,,,12,3,,,,,,,30,14,,,,,10,4,10,2,,,,,,,33,10,4,2,,,,,153,11,,,,,57,17,1211,22,,,,,,,,,15580,7,12,6,1270,15,,,,,43,12,71,27,,,926,17,,,,,,,,,8,2,,,,,,,8,2,51,25,12,7,,,37,13,,,,,78,24,32,5,,,79,10,,,,,,,,,837,13,5312,1,,,25,2,,,,,1,3,,,229,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4,,,,,,,,,,,,,301,18,,,38,24,,,,,,,,,,,,,,,,,320,21,,,,,378,10,,,,,1819,11,,,,,5,2,,,,,,,,,,,35,12,8,17,,,,,,,7,2,,,204,7,,,4,2,,,,,,,,,264,3,,,,,67,22,,,,,51,12,,,,,,,,,641,4,,,,,,,,,,,23,2,,,,,,,8,1,11946,1
6,7,10816,41765,,,,,,,,,,,377,4,,,,,,,,,,,26,2,11,3,134,8,,,,,,,,,,,15,3,,,23,20,,,,,,,208,10,,,,,252,4,6361,2,,,,,27,8,,,16117,5,,,2733,5,64,4,,,270,6,8,96,,,1739,7,,,,,,,,,,,,,,,,,,,276,5,28,6,,,140,8,,,,,340,5,,,,,168,8,,,,,,,,,1547,4,2578,6,,,,,,,,,,,7,3,192,7,,,,,,,,,,,,,,,,,42,6,,,,,,,,,,,,,,,,,,,,,,,6,2,,,666,11,5,11,180,6,8,1,,,,,,,,,,,,,,,1274,5,,,,,658,6,,,74,7,3283,6,,,,,,,,,,,,,84,4,,,81,5,,,,,,,,,,,,,547,3,,,,,,,,,5,3,,,,,,,9,4,645,7,,,,,125,7,,,,,,,,,393,5,,,,,,,6,4,,,,,,,,,,,,,33,72
7,8,2162,33976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,,,13,31,,,,,,,219,8,,,,,56,18,1795,15,,,,,,,,,15783,6,,,2,133,,,,,,,114,20,,,1049,14,,,,,4,3,,,,,,,,,,,,,36,29,,,,,,,,,,,271,8,,,,,,,,,,,,,9,8,797,14,2,105,,,,,,,5,4,,,,,134,8,,,,,,,,,,,,,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,30,5,9,,,,,,,,,,,,,,,,,,,1700,3,,,,,343,12,,,9,12,9773,3,,,,,,,,,,,,,6,9,,,,,12,15,,,,,,,,,,,157,15,,,,,,,,,,,,,,,,,,,93,18,,,,,96,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,9
8,9,2181,30663,,,,,,,,,,,,,,,,,,,,,9,2,,,,,340,4,,,,,,,,,,,,,,,37,8,,,,,,,150,12,,,,,214,5,1820,14,,,,,194,5,,,9841,11,12,7,1460,13,193,3,8,7,,,201,5,,,1416,11,,,,,,,,,,,,,,,,,,,261,6,,,,,73,11,,,,,3174,1,,,,,246,7,,,,,,,19,3,71,90,1101,12,,,,,,,42,2,,,,,30,25,,,,,,,,,,,,,,,47,9,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,743,9,14,3,394,2,,,,,,,,,,,,,,,,,1331,4,,,,,331,13,,,150,4,2306,8,,,,,,,11,3,,,,,39,5,,,72,6,44,8,,,,,,,18,1,,,833,2,,,,,,,,,,,,,130,5,,,,,914,6,,,,,125,6,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198,5
9,10,463,25242,,,11,3,,,,,,,,,,,,,,,,,,,,,,,34,12,,,,,,,,,7,5,,,,,35,9,,,,,,,266,7,,,,,75,13,2088,11,,,,,,,,,12938,8,10,8,,,8,16,11,4,,,135,17,,,,,,,,,,,,,,,,,,,,,,,89,18,,,,,26,14,,,,,93,23,,,,,30,13,,,,,,,,,881,12,3325,3,,,,,,,,,,,,,58,17,,,,,,,7,5,,,,,,,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,17,5,8,51,17,,,,,,,,,,,,,,,,,544,13,,,,,1000,3,,,,,2103,9,,,,,,,,,,,,,,,,,,,28,10,,,,,16,9,,,,,169,13,,,,,,,,,,,,,36,9,,,,,111,16,,,,,51,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,14
