,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,136452,197,1,69,1,47,1,57,1,51,1,4215,1,44,1,50,1,50,1,666,1,41,1,47,1,82,1,567,2,65,1,101,1,336,1,35,1,70,2,256,1,43,1,309,1,37,1,45,1,59,1,796,1,36,1,72,1,843,1,6587,1,46,1,43,1,586,1,,,34469,1,100,1,17161,1,649,1,120,1,2491,2,1051,1,66,1,4985,3,,,50,1,42,1,40,1,45,1,43,1,168,1,280,1,55,1,1949,1,1992,1,52,1,497,1,34,1,37,1,1009,1,488,1,46,1,2447,1,48,1,43,1,48,1,137,1,4225,1,4126,4,43,1,49,1,49,1,524,1,968,1,155,1,461,3,43,1,,,47,1,87,1,63,1,54,1,38,1,370,3,314,1,42,1,,,178,1,142,1,138,1,812,1,202,2,42,1,44,1,36,1,50,1,52,1,55,1,1583,2,69,1,825,1,,,44,1,60,1,32,1,31,1,41,1,46,1,,,3327,1,51,1,35,1,3352,1,43,1,524,1,10774,2,37,1,31,1,40,1,44,1,48,1,35,1,176,3,82,1,495,1,270,1,,,402,1,385,3,,,65,2,1308,2,49,1,,,238,1,,,142,1,1,1,713,1,136,1,307,1,5006,1,61,1,,,381,2,80,1,241,1,133,1,36,1,1353,2,,,40,1,,,47,1,,,47,1,37,1,40,1,37,1,,,2473,3
1,2,1406,62334,35,2,,,,,,,,,25,14,,,,,,,,,,,,,,,290,3,,,,,,,,,,,,,,,37,7,,,,,,,208,10,,,14,2,373,3,3007,7,,,,,475,2,,,29763,2,12,3,2700,4,33,5,20,2,381,5,581,4,,,6813,2,52,1,,,,,11,2,,,,,,,,,,,389,3,,,,,253,4,,,,,146,14,30,3,10,2,1881,2,,,,,,,16,3,1378,5,2560,7,,,15,3,12,3,,,,,,,,,,,,,,,13,3,,,,,,,111,6,,,,,,,,,,,,,,,35,6,,,,,,,,,,,,,2572,1,10,8,287,3,,,,,,,,,,,,,,,,,859,6,,,,,276,14,,,94,8,3358,5,,,,,,,9,3,14,2,,,397,1,,,31,11,67,6,,,,,439,2,,,,,485,4,,,,,,,,,,,,,,,,,,,219,10,,,,,136,6,,,,,,,,,110,6,,,,,,,13,2,,,,,,,,,12,3,,,1267,6
2,3,29351,42748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776,12,,,,,,,,,5976,20,,,149,54,196,3,,,,,122,19,,,128,74,,,,,,,,,,,,,,,,,,,211,8,,,,,,,,,,,37,26,14,5,,,,,,,,,,,,,,,139,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,2,167,2,,,,,,,,,,,,,,,,,,,,,,,,,,,69,56,,,,,,,,,,,,,,,,,,,,,623,9,,,,,,,,,,,30476,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,39,,,,,,,,,,,,,,,,,,,,,,,,,1861,1,,,,,,,,,386,4,,,,,,,,,,,,,,,,,,,,,,
3,4,2223,42369,,,,,,,,,,,703,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,33,,,,,,,503,3,,,,,,,1435,18,,,,,,,,,11456,9,,,4105,2,,,,,988,3,1013,2,,,2278,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,,,358,4,,,,,,,,,2975,2,1561,10,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,679,1,,,,,,,,,6,6,,,,,36,5,,,,,,,,,,,,,448,14,,,467,2,,,,,,,,,,,,,,,,,2566,2,,,,,2265,2,,,,,2795,7,,,,,,,,,,,,,,,7,4,,,137,2,,,,,89,5,,,,,212,10,,,,,,,,,,,,,451,2,,,,,2620,2,,,,,291,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,4
4,5,10816,40884,,,,,,,,,,,460,4,,,,,,,,,,,16,2,22,2,164,7,,,,,,,,,,,15,3,,,27,15,,,,,,,238,8,,,,,288,4,2752,10,,,,,35,9,,,16535,3,,,2936,3,148,4,,,295,6,338,5,,,2041,7,,,,,,,,,,,,,,,,,,,292,5,39,6,,,156,6,,,,,304,5,,,,,183,9,,,,,,,,,1462,4,3559,5,,,,,,,,,,,11,3,254,6,,,,,,,,,,,,,,,,,53,5,,,,,,,,,,,,,,,,,,,,,,,9,2,,,766,8,11,6,247,5,17,1,,,,,,,,,,,,,,,1034,4,,,,,770,4,,,95,7,3600,4,,,,,,,,,,,,,73,4,,,71,7,,,,,,,,,,,,,509,3,,,,,,,,,14,3,,,,,,,13,3,600,8,,,,,139,5,,,,,,,,,267,5,,,,,,,11,3,,,,,,,,,,,,,15,135
5,6,2397,39558,8,4,19,2,,,11,2,,,564,3,,,,,12,2,133,2,2,3,,,10,3,638,1,,,,,,,,,81,1,26,2,,,49,4,,,3,2,7,2,374,5,,,6,5,689,2,3593,4,,,,,325,4,,,15557,5,10,6,2111,7,26,8,8,9,2851,1,214,7,,,1728,9,,,,,9,2,,,,,,,11,2,,,,,651,2,,,9,2,153,8,,,,,313,3,42,2,5,3,26,14,,,,,17,2,19,2,957,6,1728,9,,,,,,,48,2,28,2,,,23,27,16,2,,,,,7,7,,,,,3,2,117,5,66,4,,,,,44,2,5,7,,,,,9,8,,,,,,,,,,,,,305,18,7,10,267,4,,,,,5,3,,,,,,,6,2,,,613,10,5,2,,,614,5,,,,,1502,12,,,,,,,5,5,,,,,38,5,,,67,9,59,7,,,,,137,4,,,,,473,5,5,3,,,5,8,,,,,,,60,8,,,9,4,1333,4,,,,,,,13,3,,,,,5,2,50,9,9,1,,,,,6,4,,,,,,,,,13,2,,,586,11
6,7,2093,31722,,,,,,,,,,,51,11,,,,,,,24,3,,,,,,,34,12,,,,,14,4,11,2,,,,,,,35,8,12,2,,,,,178,11,,,,,67,19,1081,22,,,,,,,,,13573,6,12,4,1296,14,,,,,43,14,62,28,,,1004,16,,,,,,,,,9,2,,,,,,,11,2,65,23,15,7,,,62,12,,,,,69,23,10,6,,,109,10,,,,,,,,,729,10,4995,2,,,34,2,,,,,,,,,164,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4,,,,,,,,,,,,,378,16,,,76,14,,,,,,,,,,,,,,,,,319,18,,,,,335,11,,,,,1757,10,,,,,6,2,,,,,,,,,,,30,12,18,14,,,,,,,25,1,,,141,13,,,10,2,,,,,,,,,291,3,,,,,92,17,,,,,50,12,,,,,,,,,441,3,,,,,,,,,,,24,2,,,,,,,9,1,3907,2
7,8,2162,27638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,9,46,,,,,,,225,9,,,,,16,41,1698,14,,,,,,,,,11796,8,,,,,,,,,,,85,27,,,886,17,,,,,,,,,,,,,,,,,,,21,38,,,,,,,,,,,234,8,,,,,,,,,,,,,10,5,680,13,3,105,,,,,,,3,4,,,,,92,9,,,,,,,,,,,,,,,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,39,3,14,,,,,,,,,,,,,,,,,,,652,7,,,,,226,17,,,9,11,9839,3,,,,,,,,,,,,,4,9,,,,,5,16,,,,,,,,,,,101,17,,,,,,,,,,,,,,,,,,,77,20,,,,,86,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,8
8,9,2181,26421,,,,,,,,,,,,,,,,,,,,,10,2,,,,,268,5,,,,,,,,,,,,,,,27,12,,,,,,,147,12,,,,,261,5,1674,15,,,,,226,5,,,8596,12,11,5,1445,13,303,2,16,3,,,153,12,,,1177,11,,,,,,,,,,,,,,,,,,,281,6,,,,,49,13,,,,,307,4,,,,,334,5,,,,,,,12,4,67,89,1200,13,,,,,,,42,3,,,,,35,18,,,,,,,,,,,,,,,47,8,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,665,10,15,4,227,6,,,,,,,,,,,,,,,,,1903,3,,,,,304,12,,,127,4,1983,9,,,,,,,12,2,,,,,36,6,,,95,4,32,9,,,,,,,11,2,,,1503,1,,,,,,,,,,,,,208,5,,,,,1049,5,,,,,148,4,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367,5
9,10,1294,24068,,,,,,,,,,,71,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,,,,,,,,,,,,,89,13,895,26,,,,,,,,,7796,16,8,12,926,20,,,,,,,110,22,,,10756,1,,,,,,,,,,,,,,,,,,,147,11,,,,,,,,,,,91,22,,,,,48,11,,,,,4,4,,,916,7,,,,,,,,,,,,,,,28,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,409,15,,,48,25,,,,,4,4,,,,,,,,,,,51,44,,,,,,,,,,,1088,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,14,,,,,,,,,,,,,,,,,,,45,25,,,,,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,17
